Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
FAZ80247_pass_03069096_5394ef1c_concatenated	(0.0, 2.1217108010540995e-05)	(1.0, 1.117683087722445e-05)	(2.0, 5.514599586212736e-05)	(3.0, 4.2929840680432564e-05)	(4.0, 6.753069874025274e-05)	(5.0, 8.461877557025316e-05)	(6.0, 0.00010563048143585692)	(7.0, 0.00017870688728089212)	(8.0, 0.00012607446783979053)	(9.0, 0.00023229067443777425)	(10.0, 0.00034350030744500847)	(11.0, 0.0003640326728966749)	(12.0, 0.0005845626109703127)	(13.0, 0.0008096649401044885)	(14.0, 0.0010696539513745892)	(15.0, 0.0013799647490500846)	(16.0, 0.0015969132319667621)	(17.0, 0.0018887492303914439)	(18.0, 0.0023368435543241624)	(19.0, 0.00301215054172669)	(20.0, 0.0037472503353054797)	(21.0, 0.004204388949248055)	(22.0, 0.004979557688264448)	(23.0, 0.006179972499380584)	(24.0, 0.008304357753989704)	(25.0, 0.010413879135736555)	(26.0, 0.013461102533538487)	(27.0, 0.018518623828817055)	(28.0, 0.02482167175750363)	(29.0, 0.037286919080053244)	(30.0, 0.05480598496142168)	(31.0, 0.08649468337483418)	(32.0, 0.13591463191417438)	(33.0, 0.20671055085741777)	(34.0, 0.28138124113821045)	(35.0, 0.407063512430213)	(36.0, 0.5946880348239906)	(37.0, 0.8216867259147165)	(38.0, 1.1276724733491035)	(39.0, 1.5762143804079871)	(40.0, 2.202363160496177)	(41.0, 3.0897265469615918)	(42.0, 4.454987431976757)	(43.0, 5.59477104445501)	(44.0, 6.57476069364697)	(45.0, 7.171313188758148)	(46.0, 7.176913519659717)	(47.0, 7.024153296255616)	(48.0, 6.44772923187404)	(49.0, 5.965462079077366)	(50.0, 5.804042321921103)	(51.0, 5.511290378761536)	(52.0, 5.0899592796335)	(53.0, 5.104045367157657)	(54.0, 4.762124736178639)	(55.0, 3.9342763671303445)	(56.0, 2.7203487524504233)	(57.0, 2.0464408245360737)	(58.0, 1.4018038507959807)	(59.0, 0.9435709305278552)	(60.0, 0.5755396397800111)	(61.0, 0.40116122498127965)	(62.0, 0.24859944382990296)	(63.0, 0.12837388871647187)	(64.0, 0.06922038946452845)	(65.0, 0.038703019621870706)	(66.0, 0.021455202436483155)	(67.0, 0.014506365727365174)	(68.0, 0.0105876935322139)	(69.0, 0.008812223272891993)	(70.0, 0.00751519443248369)	(71.0, 0.005295848995292591)	(72.0, 0.003160489078750285)	(73.0, 0.0021872123233244167)	(74.0, 0.002016215860436066)	(75.0, 0.0013140637758679197)	(76.0, 0.0006832473867967018)	(77.0, 0.0004715287797478167)	(78.0, 0.0004714754884767148)	(79.0, 0.00034016579648177904)	(80.0, 0.0002110334335632898)	(81.0, 0.0001055167167816449)	(82.0, 2.110334335632898e-05)	(83.0, 4.220668671265796e-05)	(84.0, 4.220668671265796e-05)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 1.055167167816449e-05)	(88.0, 2.110334335632898e-05)	(89.0, 1.1581103061400051e-05)	(90.0, 1.4068895570885985e-05)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 2.110334335632898e-05)	(98.0, 4.220668671265796e-05)	(99.0, 4.220668671265796e-05)	(100.0, 5.627558228354394e-05)
FAZ83542_pass_1344a466_45031b9d_concatenated	(0.0, 0.00010206980223157514)	(1.0, 3.087640635654872e-05)	(2.0, 2.050950610797111e-05)	(3.0, 2.017727289480477e-05)	(4.0, 8.308652379962134e-06)	(5.0, 2.951545565195346e-05)	(6.0, 6.039426309186881e-05)	(7.0, 0.00012329079584909221)	(8.0, 0.0001474012570523998)	(9.0, 0.00019513508905887232)	(10.0, 0.0002657968774176887)	(11.0, 0.0003184027687800969)	(12.0, 0.0003213665016637042)	(13.0, 0.0005291228741741348)	(14.0, 0.0007243704614113334)	(15.0, 0.0007297697641946617)	(16.0, 0.0008242893235075158)	(17.0, 0.0012695158310207725)	(18.0, 0.0014160211479556971)	(19.0, 0.0016375715896134418)	(20.0, 0.002252913079371594)	(21.0, 0.0023932268878000145)	(22.0, 0.0029650284516355083)	(23.0, 0.003853027265622504)	(24.0, 0.004383219820718164)	(25.0, 0.005965278737321456)	(26.0, 0.008382392187382142)	(27.0, 0.011870241981258535)	(28.0, 0.016929536876753304)	(29.0, 0.025322068814521134)	(30.0, 0.04248282263225647)	(31.0, 0.07464796496886876)	(32.0, 0.12440561856113472)	(33.0, 0.19718884057900699)	(34.0, 0.27242835534791315)	(35.0, 0.4082579220687454)	(36.0, 0.6059024308949184)	(37.0, 0.841749694557741)	(38.0, 1.1656005261226792)	(39.0, 1.624712070893344)	(40.0, 2.27126093630135)	(41.0, 3.17422810327435)	(42.0, 4.503562989977376)	(43.0, 5.5525757061402965)	(44.0, 6.5602067936102575)	(45.0, 7.173993054033387)	(46.0, 7.175750168419258)	(47.0, 6.953662565202383)	(48.0, 6.306060153152505)	(49.0, 5.77714148399533)	(50.0, 5.590761321753228)	(51.0, 5.303929770277346)	(52.0, 4.981508101745668)	(53.0, 5.122518478093296)	(54.0, 4.919565206081595)	(55.0, 4.007738669529524)	(56.0, 2.7724028866871735)	(57.0, 2.1115733888823853)	(58.0, 1.475499787943059)	(59.0, 1.0327285210910597)	(60.0, 0.6439472190361163)	(61.0, 0.45320599607483225)	(62.0, 0.28901163823534076)	(63.0, 0.16721155195180123)	(64.0, 0.0970707775313445)	(65.0, 0.050760822031340934)	(66.0, 0.025809699483851922)	(67.0, 0.016503448958737732)	(68.0, 0.011070140420849129)	(69.0, 0.007915073182043023)	(70.0, 0.005523846700863794)	(71.0, 0.00410228918730434)	(72.0, 0.002917724088889694)	(73.0, 0.002069133060396183)	(74.0, 0.0016080979108330032)	(75.0, 0.0011750585857391747)	(76.0, 0.0007569154952064062)	(77.0, 0.0006091355963352941)	(78.0, 0.0006343611856862144)	(79.0, 0.0004132420195162349)	(80.0, 0.0001724504585947908)	(81.0, 0.00012085182287026972)	(82.0, 6.69513545132717e-05)	(83.0, 4.0170812707963024e-05)	(84.0, 2.0085406353981512e-05)	(85.0, 5.738687529709004e-06)	(86.0, 5.021351588495378e-06)	(87.0, 2.6780541805308685e-05)	(88.0, 1.3390270902654342e-05)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 2.0085406353981512e-05)	(95.0, 3.0128109530972268e-05)	(96.0, 0.0)	(97.0, 1.3390270902654342e-05)	(98.0, 1.3612209094411042e-05)	(99.0, 0.0)	(100.0, 0.0)
FBA22517_pass_d17fa1e0_a6486b6e_concatenated	(0.0, 0.002420597676157667)	(1.0, 0.0026135438677354524)	(2.0, 0.0026135438677354524)	(3.0, 0.002604773586300099)	(4.0, 0.003434442210084574)	(5.0, 0.004921881941520591)	(6.0, 0.00641809195439196)	(7.0, 0.008387897164772439)	(8.0, 0.009778863800419563)	(9.0, 0.012418718512461076)	(10.0, 0.015541941021325379)	(11.0, 0.020061392334698017)	(12.0, 0.02603645978686982)	(13.0, 0.03268182732017223)	(14.0, 0.041071227961762165)	(15.0, 0.05451606940215964)	(16.0, 0.07140675441850765)	(17.0, 0.08841696584184605)	(18.0, 0.10988260552407905)	(19.0, 0.1352846398572133)	(20.0, 0.1617926104760043)	(21.0, 0.19042670233429096)	(22.0, 0.22961896394005443)	(23.0, 0.27887119395120535)	(24.0, 0.3263632740381847)	(25.0, 0.3867585262788172)	(26.0, 0.4602788274034364)	(27.0, 0.5415143185301173)	(28.0, 0.6362553899194804)	(29.0, 0.7315894648043545)	(30.0, 0.8195447208258825)	(31.0, 0.9091307505147644)	(32.0, 0.9954781187614505)	(33.0, 1.055342339244262)	(34.0, 1.1204839772645805)	(35.0, 1.1924034934777004)	(36.0, 1.2711266152482739)	(37.0, 1.359732223261107)	(38.0, 1.4871914505119985)	(39.0, 1.6846515792166692)	(40.0, 1.9628356930349158)	(41.0, 2.235438194763421)	(42.0, 2.706279394448863)	(43.0, 3.472020800987686)	(44.0, 4.371058292254575)	(45.0, 6.050711972150694)	(46.0, 8.038280488972964)	(47.0, 9.484569327710581)	(48.0, 7.681677230909494)	(49.0, 3.7637888204969485)	(50.0, 2.968498581882233)	(51.0, 2.712826126882493)	(52.0, 2.6201107469586344)	(53.0, 2.591047652434271)	(54.0, 2.7753444935794125)	(55.0, 2.5963082630650627)	(56.0, 2.517956435341659)	(57.0, 2.1716291052148318)	(58.0, 1.717080243633793)	(59.0, 1.5421888230853638)	(60.0, 1.5037298782164779)	(61.0, 1.415988671807271)	(62.0, 1.194138693043559)	(63.0, 0.9450531853215718)	(64.0, 0.723156253168814)	(65.0, 0.5701841538364124)	(66.0, 0.4447669846247739)	(67.0, 0.366404401727855)	(68.0, 0.3239398718953547)	(69.0, 0.27561389200379927)	(70.0, 0.23947295146322364)	(71.0, 0.18037585793701208)	(72.0, 0.1471256547806762)	(73.0, 0.1289611883335937)	(74.0, 0.11232917979379531)	(75.0, 0.0942221006783159)	(76.0, 0.08349336688425925)	(77.0, 0.07008975110797058)	(78.0, 0.058697847297596396)	(79.0, 0.05239990324653729)	(80.0, 0.04960269638499301)	(81.0, 0.0453206191501224)	(82.0, 0.03773334310879338)	(83.0, 0.02983885137142443)	(84.0, 0.02427712614430332)	(85.0, 0.019340520760615498)	(86.0, 0.015666072775233995)	(87.0, 0.012657152471085164)	(88.0, 0.01115455732210002)	(89.0, 0.009314487260469871)	(90.0, 0.007698143004821584)	(91.0, 0.0070940342153975764)	(92.0, 0.008067597157368517)	(93.0, 0.010325495980282887)	(94.0, 0.012064814083506327)	(95.0, 0.015267706041494468)	(96.0, 0.01674344548567846)	(97.0, 0.018497351353033823)	(98.0, 0.03335484352983417)	(99.0, 0.06823078690638441)	(100.0, 0.14888910246343004)
FBA22660_pass_d1e1158a_77e47f3b_concatenated	(0.0, 0.00275015366282874)	(1.0, 0.0027377655832664482)	(2.0, 0.0025829145887378033)	(3.0, 0.0023153320701923036)	(4.0, 0.0032716918124012185)	(5.0, 0.0045464251993610275)	(6.0, 0.005947516997856207)	(7.0, 0.007296578862189764)	(8.0, 0.009004364116134252)	(9.0, 0.011209442278222162)	(10.0, 0.013738380234581406)	(11.0, 0.01731234118830254)	(12.0, 0.02249746037538229)	(13.0, 0.028586378452813796)	(14.0, 0.036538198237566204)	(15.0, 0.04492050378710823)	(16.0, 0.054235012323712715)	(17.0, 0.070086713126741)	(18.0, 0.09242569188860603)	(19.0, 0.1128530156828468)	(20.0, 0.13334248634289156)	(21.0, 0.16490887632526957)	(22.0, 0.19900600348508687)	(23.0, 0.23559512423758183)	(24.0, 0.28675469659806513)	(25.0, 0.3426730612361148)	(26.0, 0.4020358295031593)	(27.0, 0.48575676646565713)	(28.0, 0.5846651082144706)	(29.0, 0.672361052661169)	(30.0, 0.7714634689528569)	(31.0, 0.8736520431834057)	(32.0, 0.964361764009696)	(33.0, 1.0367971812232928)	(34.0, 1.1008555287247541)	(35.0, 1.173002051464125)	(36.0, 1.2604629248162154)	(37.0, 1.338495151297935)	(38.0, 1.4407440663195674)	(39.0, 1.630606219019284)	(40.0, 1.9249005683584994)	(41.0, 2.1935506843397827)	(42.0, 2.635813093519483)	(43.0, 3.3845798459054977)	(44.0, 4.240532276906375)	(45.0, 6.003490202822153)	(46.0, 8.357618939227955)	(47.0, 10.102408510500705)	(48.0, 8.419632917096243)	(49.0, 3.7475078382979574)	(50.0, 2.9006620924019213)	(51.0, 2.6992220361936914)	(52.0, 2.625144168049048)	(53.0, 2.554781667719249)	(54.0, 2.755606324982955)	(55.0, 2.557317029363863)	(56.0, 2.4725348013854935)	(57.0, 2.1587761634938483)	(58.0, 1.702041702060151)	(59.0, 1.5187851653267526)	(60.0, 1.4686282513645947)	(61.0, 1.3866134691104781)	(62.0, 1.1695780159993567)	(63.0, 0.9483889740056515)	(64.0, 0.7392094070480376)	(65.0, 0.5770163595634022)	(66.0, 0.4556624377461189)	(67.0, 0.37143223198882475)	(68.0, 0.3205687648079674)	(69.0, 0.27648254466165795)	(70.0, 0.24080646460633595)	(71.0, 0.17109012011756686)	(72.0, 0.14641255436817013)	(73.0, 0.12874597213467656)	(74.0, 0.11035539693296584)	(75.0, 0.09311526504960123)	(76.0, 0.08034910723272962)	(77.0, 0.0645169542864298)	(78.0, 0.053091991349048274)	(79.0, 0.05012025201426781)	(80.0, 0.04663426554124373)	(81.0, 0.04025469718552356)	(82.0, 0.03534935017276648)	(83.0, 0.02934686442360577)	(84.0, 0.023843768439345558)	(85.0, 0.019746817665989416)	(86.0, 0.01620226252240223)	(87.0, 0.014902478954281439)	(88.0, 0.012829233079223812)	(89.0, 0.011046877531612848)	(90.0, 0.009053334570040343)	(91.0, 0.007504205220775776)	(92.0, 0.006828038682098122)	(93.0, 0.006659517373737485)	(94.0, 0.007036690744791525)	(95.0, 0.008906531579270535)	(96.0, 0.010866216152604413)	(97.0, 0.014141340462275337)	(98.0, 0.025175255358717247)	(99.0, 0.0575931517639216)	(100.0, 0.14659325568680917)
FBA43334_pass_6846ed3b_6b29293f_concatenated	(0.0, 0.0001941461653956127)	(1.0, 9.707308269780635e-05)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0003609447095617375)	(6.0, 0.002102382105742656)	(7.0, 0.001659730260794981)	(8.0, 0.0011744722393647292)	(9.0, 0.0013877715449828723)	(10.0, 0.0015136397070937317)	(11.0, 0.0017913975940799952)	(12.0, 0.002803016780133801)	(13.0, 0.004207929031542052)	(14.0, 0.005491236118651043)	(15.0, 0.0075214829898990814)	(16.0, 0.01290867578419145)	(17.0, 0.018758307218313165)	(18.0, 0.028964140331613472)	(19.0, 0.045566959485600425)	(20.0, 0.06750941790065948)	(21.0, 0.10425123239099857)	(22.0, 0.15762231594938464)	(23.0, 0.2365130385835594)	(24.0, 0.3447753434111962)	(25.0, 0.47408291676955566)	(26.0, 0.6276653119588947)	(27.0, 0.7782573830775826)	(28.0, 0.946220363999451)	(29.0, 1.1033456484414583)	(30.0, 1.2429638149340865)	(31.0, 1.3797745615930441)	(32.0, 1.4390292710366628)	(33.0, 1.4650526484076596)	(34.0, 1.449975483003712)	(35.0, 1.4257366310391868)	(36.0, 1.4409278200495943)	(37.0, 1.4748593669659111)	(38.0, 1.527185409140799)	(39.0, 1.6489821526502852)	(40.0, 1.76576188686572)	(41.0, 1.6936735501931786)	(42.0, 1.656327563715768)	(43.0, 1.631388294359666)	(44.0, 1.6893642656112646)	(45.0, 1.7068714538555672)	(46.0, 1.5373698949288412)	(47.0, 1.3513770909191198)	(48.0, 1.2437732573636644)	(49.0, 1.210490856711563)	(50.0, 1.2177873183712264)	(51.0, 1.141091770128539)	(52.0, 1.157434258808646)	(53.0, 1.8355180131123967)	(54.0, 4.278967869750538)	(55.0, 4.308020660043899)	(56.0, 3.998315236691358)	(57.0, 2.7642544913560596)	(58.0, 2.058734818384637)	(59.0, 2.05663822897945)	(60.0, 2.768006283921242)	(61.0, 3.776307957019629)	(62.0, 3.9830915778719307)	(63.0, 1.6517279444015522)	(64.0, 1.526449602732561)	(65.0, 1.696637694068379)	(66.0, 2.0984523582514214)	(67.0, 1.994221726015514)	(68.0, 4.194728046767039)	(69.0, 4.031918544367631)	(70.0, 1.6488456253839945)	(71.0, 4.60796222864744)	(72.0, 0.8874464136587135)	(73.0, 0.5475289483413697)	(74.0, 0.7682387326885745)	(75.0, 1.2146866927599012)	(76.0, 2.0630579695646567)	(77.0, 0.2927781254711255)	(78.0, 0.09941576940262502)	(79.0, 0.054099482878756176)	(80.0, 0.044980713095039274)	(81.0, 0.03166722358675897)	(82.0, 0.026886354196222432)	(83.0, 0.020244604146728507)	(84.0, 0.023274064433032433)	(85.0, 0.02506506375941127)	(86.0, 0.025225481247903185)	(87.0, 0.030664041413841492)	(88.0, 0.03263873307868486)	(89.0, 0.020273142245713343)	(90.0, 0.013962508484065956)	(91.0, 0.012012674918744887)	(92.0, 0.007503903376798682)	(93.0, 0.0033795813976273317)	(94.0, 0.001164876992373676)	(95.0, 0.0004961513115665657)	(96.0, 0.0001941461653956127)	(97.0, 4.6300440527951e-05)	(98.0, 9.179487725560884e-07)	(99.0, 6.471538846520422e-05)	(100.0, 0.0002588615538608169)
FBA62655_pass_9d20541a_79aab80e_concatenated	(0.0, 0.022567194938436883)	(1.0, 0.013185345990954132)	(2.0, 0.010149048217555547)	(3.0, 0.009472879848881139)	(4.0, 0.008410928169708435)	(5.0, 0.00771874758346173)	(6.0, 0.010296693269691733)	(7.0, 0.010093708914912522)	(8.0, 0.009136038144429075)	(9.0, 0.010192990913633324)	(10.0, 0.010613041400828697)	(11.0, 0.012311034510362128)	(12.0, 0.015105239158940192)	(13.0, 0.017931023113153678)	(14.0, 0.023309446166589493)	(15.0, 0.031370410033995065)	(16.0, 0.0391803430637386)	(17.0, 0.050237676580434355)	(18.0, 0.07358788700312564)	(19.0, 0.10802783539599206)	(20.0, 0.1465731134717099)	(21.0, 0.20117256093133284)	(22.0, 0.2918604561859912)	(23.0, 0.3938267411925682)	(24.0, 0.5146410072583074)	(25.0, 0.6649592469103832)	(26.0, 0.8558553103668369)	(27.0, 1.0293569331448142)	(28.0, 1.1749923861748521)	(29.0, 1.2807133004853062)	(30.0, 1.3974844256189054)	(31.0, 1.4796532130166729)	(32.0, 1.497679445206741)	(33.0, 1.5043335009446122)	(34.0, 1.4883060612615695)	(35.0, 1.496908973275728)	(36.0, 1.5461908399824105)	(37.0, 1.651765615083486)	(38.0, 1.8244121273947398)	(39.0, 2.207328769017194)	(40.0, 2.4085385054404114)	(41.0, 2.1716535860316766)	(42.0, 2.118730935717511)	(43.0, 2.034115587129777)	(44.0, 2.0970091707563054)	(45.0, 2.1253888825438785)	(46.0, 1.9551264402768782)	(47.0, 1.7464756779192407)	(48.0, 1.6441691451863156)	(49.0, 1.620001628635393)	(50.0, 1.6592678217445815)	(51.0, 1.6666886453047296)	(52.0, 1.685846910260314)	(53.0, 2.0314029655720724)	(54.0, 3.3668774112612203)	(55.0, 3.9144855385689334)	(56.0, 4.258539479600257)	(57.0, 3.8574853278658296)	(58.0, 3.270661720614138)	(59.0, 2.892524890271775)	(60.0, 3.7123889648222845)	(61.0, 3.9497130127727105)	(62.0, 2.904329236217866)	(63.0, 1.9075924377923974)	(64.0, 1.8738311033904973)	(65.0, 2.070940684143618)	(66.0, 2.3380772439456985)	(67.0, 1.7755179747175098)	(68.0, 1.5975401563358205)	(69.0, 1.5254984907436042)	(70.0, 1.0727707088587592)	(71.0, 0.9881359209065897)	(72.0, 0.497544678615788)	(73.0, 0.3052436667226152)	(74.0, 0.30168468276025256)	(75.0, 0.35914237170191665)	(76.0, 0.31375674697048717)	(77.0, 0.13779265402837315)	(78.0, 0.10987446043555821)	(79.0, 0.07360149065062326)	(80.0, 0.05872648171548659)	(81.0, 0.048963513036605906)	(82.0, 0.040786747951831)	(83.0, 0.035720081153636576)	(84.0, 0.02924295276217154)	(85.0, 0.02716938952745459)	(86.0, 0.033432037895748966)	(87.0, 0.05342327782048706)	(88.0, 0.0818271574667306)	(89.0, 0.04982667270336049)	(90.0, 0.014034709284741216)	(91.0, 0.00848905803894511)	(92.0, 0.006557606599236065)	(93.0, 0.004588193128246106)	(94.0, 0.004281131769449451)	(95.0, 0.0038734049342637883)	(96.0, 0.0032618146814852957)	(97.0, 0.0032618146814852957)	(98.0, 0.0035348988040164796)	(99.0, 0.0038394276979983166)	(100.0, 0.004281131769449451)
FBA62655_pass_9d20541a_79aab80e_merged	(0.0, 0.0020030046246730317)	(1.0, 0.0011780256771698374)	(2.0, 0.0009551372645895289)	(3.0, 0.0011224471604546979)	(4.0, 0.0010970372889928376)	(5.0, 0.0010345934621295563)	(6.0, 0.001178934017849626)	(7.0, 0.0012921548302064288)	(8.0, 0.001169481199528802)	(9.0, 0.0014012539110608603)	(10.0, 0.0016300771955865758)	(11.0, 0.0020941039896343098)	(12.0, 0.00303089530287179)	(13.0, 0.004731862733251351)	(14.0, 0.007704385932400347)	(15.0, 0.011242182968804228)	(16.0, 0.015161415674432513)	(17.0, 0.019869479494641767)	(18.0, 0.027716093112005426)	(19.0, 0.03955393016584329)	(20.0, 0.054153471599776445)	(21.0, 0.07489427585587281)	(22.0, 0.1434965665770179)	(23.0, 0.2300539784854541)	(24.0, 0.24023711580205376)	(25.0, 0.23537662210701807)	(26.0, 0.29110314625413436)	(27.0, 0.36470377393390374)	(28.0, 0.4535210599815458)	(29.0, 0.5611589542154678)	(30.0, 0.7211833088199525)	(31.0, 0.8197096549893939)	(32.0, 0.8581467353874725)	(33.0, 1.0059685794014135)	(34.0, 1.2163921727148557)	(35.0, 1.4441712310305164)	(36.0, 1.6648715144342932)	(37.0, 1.8918023280581036)	(38.0, 2.2427378488063976)	(39.0, 2.55431972799386)	(40.0, 2.692595043415395)	(41.0, 2.8045217761429666)	(42.0, 2.846958169049782)	(43.0, 2.895846170186558)	(44.0, 2.9573665806756)	(45.0, 2.8814031952092716)	(46.0, 2.8754517550023024)	(47.0, 2.8049153105332976)	(48.0, 2.753522349167424)	(49.0, 2.85213268074609)	(50.0, 2.7109225501116017)	(51.0, 2.558767629628158)	(52.0, 2.5650673286320766)	(53.0, 2.623900479691447)	(54.0, 3.2017712920966668)	(55.0, 3.507907736686754)	(56.0, 3.6991581296469316)	(57.0, 3.4616928278106993)	(58.0, 3.0019305011978825)	(59.0, 2.6246267837366677)	(60.0, 2.9531804064602674)	(61.0, 2.9851536393487867)	(62.0, 2.367336118851101)	(63.0, 1.81597767522187)	(64.0, 1.7628280047016065)	(65.0, 1.8021172567482617)	(66.0, 1.8572840617448505)	(67.0, 1.4734094776885145)	(68.0, 1.2649633668106022)	(69.0, 1.1758409117211566)	(70.0, 0.9192507385650787)	(71.0, 0.8501002981020614)	(72.0, 0.5736807417433833)	(73.0, 0.41892109475147155)	(74.0, 0.37163060392691377)	(75.0, 0.37009386748064976)	(76.0, 0.32335397304265034)	(77.0, 0.2162057482597679)	(78.0, 0.17591594296023544)	(79.0, 0.1315342805805128)	(80.0, 0.10933749700189098)	(81.0, 0.09291504969457608)	(82.0, 0.07567304077145857)	(83.0, 0.06234877284225146)	(84.0, 0.05063797334314868)	(85.0, 0.04419263924194976)	(86.0, 0.04082857697988429)	(87.0, 0.04547431474309706)	(88.0, 0.056502296238043447)	(89.0, 0.03751031670374236)	(90.0, 0.016292753311513093)	(91.0, 0.010306547557521691)	(92.0, 0.006626969468564016)	(93.0, 0.0034984540496144512)	(94.0, 0.002025263396582427)	(95.0, 0.0012238933512399195)	(96.0, 0.0006267328333932439)	(97.0, 0.0004383668509020024)	(98.0, 0.00036186206331997075)	(99.0, 0.00038907534245813787)	(100.0, 0.0003845436828953975)
chopper_filtered_FBA22517_pass_d17fa1e0_a6486b6e_concatenated	(0.0, 0.0)	(1.0, 0.00010213572701554765)	(2.0, 0.00016341716322487625)	(3.0, 0.0003983293353606358)	(4.0, 0.0007517189508344308)	(5.0, 0.00113574928441289)	(6.0, 0.0008558973923902895)	(7.0, 0.0017403927883449322)	(8.0, 0.0023797624394622605)	(9.0, 0.0020835688311171725)	(10.0, 0.0010633788264133017)	(11.0, 0.0006274051802383642)	(12.0, 0.0006609640619720441)	(13.0, 0.00043334729890882363)	(14.0, 0.0008885808250352646)	(15.0, 0.0018997245224891865)	(16.0, 0.0032468947618242605)	(17.0, 0.005775045821821966)	(18.0, 0.010795454529180487)	(19.0, 0.01631462603679826)	(20.0, 0.022876607738704837)	(21.0, 0.03469268999713355)	(22.0, 0.05612850308007222)	(23.0, 0.08606253922591023)	(24.0, 0.11878799784860418)	(25.0, 0.1660465922486406)	(26.0, 0.22806432093470747)	(27.0, 0.3040706737507887)	(28.0, 0.391014697215737)	(29.0, 0.48288610138824856)	(30.0, 0.5793732163696927)	(31.0, 0.6791560949766583)	(32.0, 0.774492910756832)	(33.0, 0.8426654657499604)	(34.0, 0.9130551138986766)	(35.0, 0.9863195922853693)	(36.0, 1.069427147305066)	(37.0, 1.163107965499428)	(38.0, 1.293889201706714)	(39.0, 1.5095550713757113)	(40.0, 1.814730621728115)	(41.0, 2.099471224410093)	(42.0, 2.6138816305175694)	(43.0, 3.4703766918013677)	(44.0, 4.474589473053853)	(45.0, 6.421887835672911)	(46.0, 8.777338423268061)	(47.0, 10.54014939698356)	(48.0, 8.53001153251083)	(49.0, 4.048655831865132)	(50.0, 3.1769028953411707)	(51.0, 2.9135136363429632)	(52.0, 2.8352123330290966)	(53.0, 2.82195936224995)	(54.0, 3.053579907579172)	(55.0, 2.8618232027000134)	(56.0, 2.7763210080943312)	(57.0, 2.3786179860502763)	(58.0, 1.858245472265247)	(59.0, 1.6614495231938216)	(60.0, 1.6187277616538172)	(61.0, 1.5197597491855577)	(62.0, 1.270844354484929)	(63.0, 0.990703402760109)	(64.0, 0.7345470102000775)	(65.0, 0.5599617119008936)	(66.0, 0.4184346186385685)	(67.0, 0.33340548891255206)	(68.0, 0.2890561883549169)	(69.0, 0.23580358660540615)	(70.0, 0.20045033894501604)	(71.0, 0.13670500596225812)	(72.0, 0.10635587331164441)	(73.0, 0.09551776651362354)	(74.0, 0.08267078842150977)	(75.0, 0.06756419622818355)	(76.0, 0.05991835205648035)	(77.0, 0.04803681630247141)	(78.0, 0.03771792091222655)	(79.0, 0.032376123771335114)	(80.0, 0.028770308575405294)	(81.0, 0.026557212359161492)	(82.0, 0.022752728126959533)	(83.0, 0.017100262007629957)	(84.0, 0.012634410504825446)	(85.0, 0.00910268086550904)	(86.0, 0.007887615009367502)	(87.0, 0.006221971424525807)	(88.0, 0.005146195806695903)	(89.0, 0.004045096953462829)	(90.0, 0.002836852978807166)	(91.0, 0.0017043582909375462)	(92.0, 0.0014286636848079382)	(93.0, 0.0016068787283469513)	(94.0, 0.0017939865926662245)	(95.0, 0.0026437385799999097)	(96.0, 0.003197987463972877)	(97.0, 0.004382586723647537)	(98.0, 0.00844832865366096)	(99.0, 0.018484234359031553)	(100.0, 0.09298996140192949)
