control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	FDR	Precision	Recall	F1	Sensitivity	minimum_read_support
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	548
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	547
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	547
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	547
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	546
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	546
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	546
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	545
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	545
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	545
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	544
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	544
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	544
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	543
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	543
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	543
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	542
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	542
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	542
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	541
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	541
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	541
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	540
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	540
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	540
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	539
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	539
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	539
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	538
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	538
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	538
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	537
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	537
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	537
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	536
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	536
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	536
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	535
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	535
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	535
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	534
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	534
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	534
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	533
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	533
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	533
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	532
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	532
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	532
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	531
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	531
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	531
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	530
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	530
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	530
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	529
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	529
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	529
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	528
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	528
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	528
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	527
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	527
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	527
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	526
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	526
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	526
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	525
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	525
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	525
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	524
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	524
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	524
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	523
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	523
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	523
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	522
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	522
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	522
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	521
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	521
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	521
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	520
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	520
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	520
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	519
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	519
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	519
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	518
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	518
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	518
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	517
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	517
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	517
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	516
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	516
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	516
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	515
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	515
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	515
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	514
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	514
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	514
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	513
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	513
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	513
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	512
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	512
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	512
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	511
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	511
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	511
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	510
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	510
positive	100GB	95%	FusionSeeker	1	0	400	1	0	0	NA	0	510
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	509
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	509
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	509
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	508
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	508
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	508
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	507
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	507
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	507
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	506
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	506
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	506
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	505
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	505
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	505
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	504
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	504
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	504
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	503
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	503
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	503
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	502
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	502
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	502
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	501
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	501
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	501
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	500
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	500
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	500
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	499
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	499
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	499
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	498
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	498
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	498
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	497
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	497
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	497
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	496
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	496
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	496
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	495
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	495
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	495
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	494
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	494
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	494
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	493
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	493
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	493
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	492
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	492
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	492
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	491
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	491
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	491
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	490
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	490
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	490
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	489
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	489
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	489
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	488
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	488
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	488
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	487
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	487
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	487
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	486
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	486
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	486
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	485
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	485
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	485
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	484
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	484
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	484
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	483
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	483
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	483
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	482
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	482
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	482
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	481
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	481
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	481
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	480
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	480
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	480
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	479
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	479
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	479
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	479
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	478
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	478
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	478
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	478
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	477
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	477
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	477
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	477
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	476
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	476
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	476
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	476
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	475
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	475
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	475
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	475
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	474
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	474
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	474
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	474
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	473
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	473
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	473
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	473
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	472
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	472
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	472
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	472
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	471
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	471
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	471
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	471
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	470
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	470
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	470
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	470
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	469
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	469
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	469
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	469
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	468
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	468
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	468
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	468
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	467
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	467
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	467
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	467
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	466
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	466
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	466
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	466
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	465
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	465
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	465
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	465
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	464
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	464
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	464
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	464
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	463
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	463
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	463
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	463
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	462
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	462
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	462
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	462
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	461
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	461
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	461
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	461
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	460
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	460
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	460
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	460
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	459
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	459
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	459
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	459
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	458
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	458
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	458
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	458
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	457
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	457
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	457
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	457
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	456
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	456
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	456
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	456
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	455
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	455
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	455
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	455
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	454
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	454
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	454
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	454
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	453
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	453
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	453
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	453
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	452
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	452
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	452
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	452
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	451
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	451
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	451
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	451
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	450
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	450
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	450
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	450
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	449
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	449
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	449
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	449
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	448
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	448
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	448
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	448
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	447
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	447
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	447
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	447
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	446
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	446
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	446
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	446
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	445
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	445
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	445
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	445
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	444
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	444
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	444
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	444
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	443
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	443
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	443
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	443
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	442
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	442
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	442
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	442
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	441
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	441
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	441
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	441
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	440
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	440
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	440
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	440
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	439
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	439
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	439
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	439
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	438
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	438
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	438
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	438
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	437
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	437
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	437
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	437
positive	100GB	85%	FusionSeeker	1	0	400	1	0	0	NA	0	436
positive	100GB	85%	Genion	1	0	400	1	0	0	NA	0	436
positive	100GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	436
positive	100GB	95%	FusionSeeker	2	0	400	1	0	0	NA	0	436
