control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	minimum_read_support	FDR	Precision	Recall	F1	Sensitivity
positive	100GB	95%	CTAT-LR-Fusion	119	106	400	12	0.5288888888888889	0.4711111111111111	0.265	0.3392	0.265
positive	100GB	95%	FusionSeeker	418	72	400	12	0.8530612244897959	0.1469387755102041	0.18	0.16179775280898875	0.18
positive	100GB	95%	GFSeeker	114	35	400	12	0.7651006711409396	0.2348993288590604	0.0875	0.12750455373406192	0.0875
positive	100GB	95%	Genion	136	59	400	12	0.6974358974358974	0.30256410256410254	0.1475	0.19831932773109243	0.1475
positive	100GB	95%	JAFFAL	97	67	400	12	0.5914634146341463	0.40853658536585363	0.1675	0.2375886524822695	0.1675
positive	100GB	95%	LongGF	65	11	400	12	0.8552631578947368	0.14473684210526316	0.0275	0.04621848739495798	0.0275
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	12	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	15	0	397	12	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	12	1	0	0	NA	0
positive	10GB	85%	Genion	3	0	397	12	1	0	0	NA	0
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	12	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	19	1	400	12	0.95	0.05	0.0025	0.0047619047619047615	0.0025
positive	10GB	90%	GFSeeker	1	0	400	12	1	0	0	NA	0
positive	10GB	90%	Genion	1	0	400	12	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	25	4	400	12	0.8620689655172413	0.13793103448275862	0.01	0.018648018648018648	0.01
positive	1GB	90%	FusionSeeker	1	0	202	12	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	12	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	20	0	400	11	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	126	0	400	11	1	0	0	NA	0
negative	100GB	85%	GFSeeker	4	0	400	11	1	0	0	NA	0
negative	100GB	85%	Genion	20	0	400	11	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	11	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	11	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	28	0	400	11	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	103	0	400	11	1	0	0	NA	0
negative	100GB	90%	GFSeeker	6	0	400	11	1	0	0	NA	0
negative	100GB	90%	Genion	14	0	400	11	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	11	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	11	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	20	0	400	11	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	93	0	400	11	1	0	0	NA	0
negative	100GB	95%	GFSeeker	6	0	400	11	1	0	0	NA	0
negative	100GB	95%	Genion	12	0	400	11	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	11	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	11	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	11	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	7	0	397	11	1	0	0	NA	0
negative	10GB	85%	GFSeeker	1	0	397	11	1	0	0	NA	0
negative	10GB	85%	Genion	4	0	397	11	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	11	0	400	11	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	11	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	11	0	400	11	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	11	1	0	0	NA	0
negative	1GB	85%	FusionSeeker	1	0	187	11	1	0	0	NA	0
negative	1GB	90%	FusionSeeker	1	0	202	11	1	0	0	NA	0
negative	1GB	95%	FusionSeeker	1	0	208	11	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	63	50	400	11	0.5575221238938053	0.4424778761061947	0.125	0.1949317738791423	0.125
positive	100GB	85%	FusionSeeker	366	57	400	11	0.8652482269503546	0.1347517730496454	0.1425	0.1385176184690158	0.1425
positive	100GB	85%	GFSeeker	70	12	400	11	0.8536585365853658	0.14634146341463414	0.03	0.04979253112033195	0.03
positive	100GB	85%	Genion	101	41	400	11	0.7112676056338029	0.2887323943661972	0.1025	0.15129151291512916	0.1025
positive	100GB	85%	JAFFAL	43	29	400	11	0.5972222222222222	0.4027777777777778	0.0725	0.12288135593220338	0.0725
positive	100GB	85%	LongGF	49	8	400	11	0.8596491228070176	0.14035087719298245	0.02	0.0350109409190372	0.02
positive	100GB	90%	CTAT-LR-Fusion	98	83	400	11	0.5414364640883977	0.4585635359116022	0.2075	0.2857142857142857	0.2075
positive	100GB	90%	FusionSeeker	411	69	400	11	0.85625	0.14375	0.1725	0.1568181818181818	0.1725
positive	100GB	90%	GFSeeker	97	28	400	11	0.776	0.224	0.07	0.10666666666666667	0.07
positive	100GB	90%	Genion	136	50	400	11	0.7311827956989247	0.26881720430107525	0.125	0.1706484641638225	0.125
positive	100GB	90%	JAFFAL	79	55	400	11	0.5895522388059702	0.41044776119402987	0.1375	0.2059925093632959	0.1375
positive	100GB	90%	LongGF	60	9	400	11	0.8695652173913043	0.13043478260869565	0.0225	0.03837953091684435	0.0225
positive	100GB	95%	CTAT-LR-Fusion	126	106	400	11	0.5431034482758621	0.45689655172413796	0.265	0.33544303797468356	0.265
positive	100GB	95%	FusionSeeker	425	74	400	11	0.8517034068136272	0.14829659318637275	0.185	0.1646273637374861	0.185
positive	100GB	95%	GFSeeker	121	36	400	11	0.7707006369426752	0.22929936305732485	0.09	0.12926391382405744	0.09
positive	100GB	95%	Genion	140	59	400	11	0.7035175879396985	0.2964824120603015	0.1475	0.19699499165275458	0.1475
positive	100GB	95%	JAFFAL	100	70	400	11	0.5882352941176471	0.4117647058823529	0.175	0.2456140350877193	0.175
positive	100GB	95%	LongGF	65	11	400	11	0.8552631578947368	0.14473684210526316	0.0275	0.04621848739495798	0.0275
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	11	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	17	0	397	11	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	11	1	0	0	NA	0
positive	10GB	85%	Genion	3	0	397	11	1	0	0	NA	0
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	11	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	24	1	400	11	0.96	0.04	0.0025	0.004705882352941176	0.0025
positive	10GB	90%	GFSeeker	1	0	400	11	1	0	0	NA	0
positive	10GB	90%	Genion	1	0	400	11	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	30	6	400	11	0.8333333333333334	0.16666666666666666	0.015	0.027522935779816512	0.015
positive	1GB	90%	FusionSeeker	1	0	202	11	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	11	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	20	0	400	10	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	132	0	400	10	1	0	0	NA	0
negative	100GB	85%	GFSeeker	6	0	400	10	1	0	0	NA	0
negative	100GB	85%	Genion	20	0	400	10	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	10	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	10	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	28	0	400	10	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	105	0	400	10	1	0	0	NA	0
negative	100GB	90%	GFSeeker	6	0	400	10	1	0	0	NA	0
negative	100GB	90%	Genion	14	0	400	10	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	10	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	10	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	22	0	400	10	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	93	0	400	10	1	0	0	NA	0
negative	100GB	95%	GFSeeker	10	0	400	10	1	0	0	NA	0
negative	100GB	95%	Genion	13	0	400	10	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	10	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	10	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	10	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	7	0	397	10	1	0	0	NA	0
negative	10GB	85%	GFSeeker	1	0	397	10	1	0	0	NA	0
negative	10GB	85%	Genion	4	0	397	10	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	13	0	400	10	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	10	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	13	0	400	10	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	10	1	0	0	NA	0
negative	1GB	85%	FusionSeeker	1	0	187	10	1	0	0	NA	0
negative	1GB	90%	FusionSeeker	1	0	202	10	1	0	0	NA	0
negative	1GB	95%	FusionSeeker	1	0	208	10	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	72	54	400	10	0.5714285714285714	0.42857142857142855	0.135	0.2053231939163498	0.135
positive	100GB	85%	FusionSeeker	380	60	400	10	0.8636363636363636	0.13636363636363635	0.15	0.14285714285714282	0.15
positive	100GB	85%	GFSeeker	74	14	400	10	0.8409090909090909	0.1590909090909091	0.035	0.05737704918032787	0.035
positive	100GB	85%	Genion	107	42	400	10	0.7181208053691275	0.28187919463087246	0.105	0.15300546448087432	0.105
positive	100GB	85%	JAFFAL	46	32	400	10	0.5897435897435898	0.41025641025641024	0.08	0.13389121338912133	0.08
positive	100GB	85%	LongGF	50	8	400	10	0.8620689655172413	0.13793103448275862	0.02	0.03493449781659389	0.02
positive	100GB	90%	CTAT-LR-Fusion	109	87	400	10	0.5561224489795918	0.44387755102040816	0.2175	0.2919463087248322	0.2175
positive	100GB	90%	FusionSeeker	423	69	400	10	0.8597560975609756	0.1402439024390244	0.1725	0.1547085201793722	0.1725
positive	100GB	90%	GFSeeker	104	30	400	10	0.7761194029850746	0.22388059701492538	0.075	0.11235955056179775	0.075
positive	100GB	90%	Genion	142	50	400	10	0.7395833333333334	0.2604166666666667	0.125	0.16891891891891891	0.125
positive	100GB	90%	JAFFAL	81	56	400	10	0.5912408759124088	0.40875912408759124	0.14	0.2085661080074488	0.14
positive	100GB	90%	LongGF	62	9	400	10	0.8732394366197183	0.1267605633802817	0.0225	0.038216560509554146	0.0225
positive	100GB	95%	CTAT-LR-Fusion	134	113	400	10	0.5425101214574899	0.4574898785425101	0.2825	0.34930448222565685	0.2825
positive	100GB	95%	FusionSeeker	429	74	400	10	0.852882703777336	0.147117296222664	0.185	0.1638981173864895	0.185
positive	100GB	95%	GFSeeker	123	37	400	10	0.76875	0.23125	0.0925	0.13214285714285715	0.0925
positive	100GB	95%	Genion	150	59	400	10	0.7177033492822966	0.2822966507177033	0.1475	0.19376026272577995	0.1475
positive	100GB	95%	JAFFAL	104	75	400	10	0.5810055865921788	0.41899441340782123	0.1875	0.2590673575129534	0.1875
positive	100GB	95%	LongGF	66	11	400	10	0.8571428571428571	0.14285714285714285	0.0275	0.04612159329140461	0.0275
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	10	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	18	0	397	10	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	10	1	0	0	NA	0
positive	10GB	85%	Genion	3	0	397	10	1	0	0	NA	0
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	10	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	29	2	400	10	0.9354838709677419	0.06451612903225806	0.005	0.009280742459396751	0.005
positive	10GB	90%	GFSeeker	1	0	400	10	1	0	0	NA	0
positive	10GB	90%	Genion	2	0	400	10	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	38	7	400	10	0.8444444444444444	0.15555555555555556	0.0175	0.03146067415730337	0.0175
positive	1GB	90%	FusionSeeker	1	0	202	10	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	10	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	20	0	400	9	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	142	0	400	9	1	0	0	NA	0
negative	100GB	85%	GFSeeker	6	0	400	9	1	0	0	NA	0
negative	100GB	85%	Genion	22	0	400	9	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	9	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	9	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	28	0	400	9	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	108	0	400	9	1	0	0	NA	0
negative	100GB	90%	GFSeeker	9	0	400	9	1	0	0	NA	0
negative	100GB	90%	Genion	14	0	400	9	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	9	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	9	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	22	0	400	9	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	93	0	400	9	1	0	0	NA	0
negative	100GB	95%	GFSeeker	12	0	400	9	1	0	0	NA	0
negative	100GB	95%	Genion	13	0	400	9	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	9	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	9	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	9	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	9	0	397	9	1	0	0	NA	0
negative	10GB	85%	GFSeeker	1	0	397	9	1	0	0	NA	0
negative	10GB	85%	Genion	4	0	397	9	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	14	0	400	9	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	9	1	0	0	NA	0
negative	10GB	90%	Genion	1	0	400	9	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	14	0	400	9	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	9	1	0	0	NA	0
negative	10GB	95%	Genion	1	0	400	9	1	0	0	NA	0
negative	1GB	85%	FusionSeeker	1	0	187	9	1	0	0	NA	0
negative	1GB	90%	FusionSeeker	1	0	202	9	1	0	0	NA	0
negative	1GB	95%	FusionSeeker	1	0	208	9	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	72	54	400	9	0.5714285714285714	0.42857142857142855	0.135	0.2053231939163498	0.135
positive	100GB	85%	FusionSeeker	397	60	400	9	0.8687089715536105	0.13129102844638948	0.15	0.14002333722287047	0.15
positive	100GB	85%	GFSeeker	88	14	400	9	0.8627450980392157	0.13725490196078433	0.035	0.055776892430278883	0.035
positive	100GB	85%	Genion	110	43	400	9	0.7189542483660131	0.28104575163398693	0.1075	0.15551537070524413	0.1075
positive	100GB	85%	JAFFAL	47	36	400	9	0.5662650602409639	0.43373493975903615	0.09	0.14906832298136646	0.09
positive	100GB	85%	LongGF	53	9	400	9	0.8548387096774194	0.14516129032258066	0.0225	0.03896103896103896	0.0225
positive	100GB	90%	CTAT-LR-Fusion	109	87	400	9	0.5561224489795918	0.44387755102040816	0.2175	0.2919463087248322	0.2175
positive	100GB	90%	FusionSeeker	439	71	400	9	0.8607843137254902	0.1392156862745098	0.1775	0.15604395604395604	0.1775
positive	100GB	90%	GFSeeker	110	32	400	9	0.7746478873239436	0.22535211267605634	0.08	0.11808118081180813	0.08
positive	100GB	90%	Genion	143	50	400	9	0.7409326424870466	0.25906735751295334	0.125	0.16863406408094433	0.125
positive	100GB	90%	JAFFAL	83	57	400	9	0.5928571428571429	0.40714285714285714	0.1425	0.2111111111111111	0.1425
positive	100GB	90%	LongGF	63	9	400	9	0.875	0.125	0.0225	0.038135593220338986	0.0225
positive	100GB	95%	CTAT-LR-Fusion	134	113	400	9	0.5425101214574899	0.4574898785425101	0.2825	0.34930448222565685	0.2825
positive	100GB	95%	FusionSeeker	438	75	400	9	0.8538011695906432	0.14619883040935672	0.1875	0.16429353778751368	0.1875
positive	100GB	95%	GFSeeker	129	38	400	9	0.7724550898203593	0.2275449101796407	0.095	0.13403880070546736	0.095
positive	100GB	95%	Genion	160	60	400	9	0.7272727272727273	0.2727272727272727	0.15	0.19354838709677416	0.15
positive	100GB	95%	JAFFAL	107	77	400	9	0.5815217391304348	0.41847826086956524	0.1925	0.2636986301369863	0.1925
positive	100GB	95%	LongGF	66	11	400	9	0.8571428571428571	0.14285714285714285	0.0275	0.04612159329140461	0.0275
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	9	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	22	0	397	9	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	9	1	0	0	NA	0
positive	10GB	85%	Genion	3	1	397	9	0.75	0.25	0.0025188916876574307	0.0049875311720698244	0.0025188916876574307
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	9	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	34	4	400	9	0.8947368421052632	0.10526315789473684	0.01	0.018264840182648404	0.01
positive	10GB	90%	GFSeeker	1	0	400	9	1	0	0	NA	0
positive	10GB	90%	Genion	2	0	400	9	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	52	9	400	9	0.8524590163934426	0.14754098360655737	0.0225	0.039045553145336226	0.0225
positive	10GB	95%	JAFFAL	0	1	400	9	0	1	0.0025	0.004987531172069826	0.0025
positive	1GB	90%	FusionSeeker	1	0	202	9	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	9	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	20	0	400	8	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	155	0	400	8	1	0	0	NA	0
negative	100GB	85%	GFSeeker	8	0	400	8	1	0	0	NA	0
negative	100GB	85%	Genion	25	0	400	8	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	8	1	0	0	NA	0
negative	100GB	85%	LongGF	3	0	400	8	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	28	0	400	8	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	111	0	400	8	1	0	0	NA	0
negative	100GB	90%	GFSeeker	10	0	400	8	1	0	0	NA	0
negative	100GB	90%	Genion	16	0	400	8	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	8	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	8	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	22	0	400	8	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	94	0	400	8	1	0	0	NA	0
negative	100GB	95%	GFSeeker	14	0	400	8	1	0	0	NA	0
negative	100GB	95%	Genion	13	0	400	8	1	0	0	NA	0
negative	100GB	95%	JAFFAL	5	0	400	8	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	8	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	8	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	10	0	397	8	1	0	0	NA	0
negative	10GB	85%	GFSeeker	1	0	397	8	1	0	0	NA	0
negative	10GB	85%	Genion	4	0	397	8	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	17	0	400	8	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	8	1	0	0	NA	0
negative	10GB	90%	Genion	1	0	400	8	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	17	0	400	8	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	8	1	0	0	NA	0
negative	10GB	95%	Genion	1	0	400	8	1	0	0	NA	0
negative	1GB	85%	FusionSeeker	1	0	187	8	1	0	0	NA	0
negative	1GB	85%	Genion	1	0	187	8	1	0	0	NA	0
negative	1GB	90%	FusionSeeker	1	0	202	8	1	0	0	NA	0
negative	1GB	95%	FusionSeeker	1	0	208	8	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	72	54	400	8	0.5714285714285714	0.42857142857142855	0.135	0.2053231939163498	0.135
positive	100GB	85%	FusionSeeker	411	60	400	8	0.8726114649681529	0.12738853503184713	0.15	0.1377726750861079	0.15
positive	100GB	85%	GFSeeker	96	14	400	8	0.8727272727272727	0.12727272727272726	0.035	0.054901960784313725	0.035
positive	100GB	85%	Genion	112	45	400	8	0.7133757961783439	0.28662420382165604	0.1125	0.16157989228007183	0.1125
positive	100GB	85%	JAFFAL	51	37	400	8	0.5795454545454546	0.42045454545454547	0.0925	0.15163934426229508	0.0925
positive	100GB	85%	LongGF	55	9	400	8	0.859375	0.140625	0.0225	0.03879310344827586	0.0225
positive	100GB	90%	CTAT-LR-Fusion	109	87	400	8	0.5561224489795918	0.44387755102040816	0.2175	0.2919463087248322	0.2175
positive	100GB	90%	FusionSeeker	446	72	400	8	0.861003861003861	0.138996138996139	0.18	0.1568627450980392	0.18
positive	100GB	90%	GFSeeker	113	32	400	8	0.7793103448275862	0.2206896551724138	0.08	0.11743119266055047	0.08
positive	100GB	90%	Genion	148	52	400	8	0.74	0.26	0.13	0.17333333333333334	0.13
positive	100GB	90%	JAFFAL	84	59	400	8	0.5874125874125874	0.4125874125874126	0.1475	0.21731123388581952	0.1475
positive	100GB	90%	LongGF	64	9	400	8	0.8767123287671232	0.1232876712328767	0.0225	0.03805496828752643	0.0225
positive	100GB	95%	CTAT-LR-Fusion	134	113	400	8	0.5425101214574899	0.4574898785425101	0.2825	0.34930448222565685	0.2825
positive	100GB	95%	FusionSeeker	450	77	400	8	0.8538899430740038	0.1461100569259962	0.1925	0.16612729234088458	0.1925
positive	100GB	95%	GFSeeker	135	38	400	8	0.7803468208092486	0.21965317919075145	0.095	0.13263525305410123	0.095
positive	100GB	95%	Genion	165	63	400	8	0.7236842105263158	0.27631578947368424	0.1575	0.20063694267515925	0.1575
positive	100GB	95%	JAFFAL	115	81	400	8	0.5867346938775511	0.413265306122449	0.2025	0.27181208053691275	0.2025
positive	100GB	95%	LongGF	66	11	400	8	0.8571428571428571	0.14285714285714285	0.0275	0.04612159329140461	0.0275
positive	10GB	85%	CTAT-LR-Fusion	2	0	397	8	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	24	2	397	8	0.9230769230769231	0.07692307692307693	0.005037783375314861	0.009456264775413711	0.005037783375314861
positive	10GB	85%	GFSeeker	1	0	397	8	1	0	0	NA	0
positive	10GB	85%	Genion	3	1	397	8	0.75	0.25	0.0025188916876574307	0.0049875311720698244	0.0025188916876574307
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	8	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	39	4	400	8	0.9069767441860465	0.09302325581395349	0.01	0.018058690744920995	0.01
positive	10GB	90%	GFSeeker	1	0	400	8	1	0	0	NA	0
positive	10GB	90%	Genion	2	1	400	8	0.6666666666666666	0.3333333333333333	0.0025	0.004962779156327543	0.0025
positive	10GB	95%	CTAT-LR-Fusion	0	2	400	8	0	1	0.005	0.009950248756218907	0.005
positive	10GB	95%	FusionSeeker	58	10	400	8	0.8529411764705882	0.14705882352941177	0.025	0.04273504273504274	0.025
positive	10GB	95%	JAFFAL	0	1	400	8	0	1	0.0025	0.004987531172069826	0.0025
positive	1GB	85%	FusionSeeker	1	0	187	8	1	0	0	NA	0
positive	1GB	90%	FusionSeeker	1	0	202	8	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	8	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	20	0	400	7	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	164	0	400	7	1	0	0	NA	0
negative	100GB	85%	GFSeeker	8	0	400	7	1	0	0	NA	0
negative	100GB	85%	Genion	26	0	400	7	1	0	0	NA	0
negative	100GB	85%	JAFFAL	2	0	400	7	1	0	0	NA	0
negative	100GB	85%	LongGF	4	0	400	7	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	28	0	400	7	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	117	0	400	7	1	0	0	NA	0
negative	100GB	90%	GFSeeker	12	0	400	7	1	0	0	NA	0
negative	100GB	90%	Genion	19	0	400	7	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	7	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	7	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	22	0	400	7	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	94	0	400	7	1	0	0	NA	0
negative	100GB	95%	GFSeeker	15	0	400	7	1	0	0	NA	0
negative	100GB	95%	Genion	13	0	400	7	1	0	0	NA	0
negative	100GB	95%	JAFFAL	5	0	400	7	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	7	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	7	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	12	0	397	7	1	0	0	NA	0
negative	10GB	85%	GFSeeker	1	0	397	7	1	0	0	NA	0
negative	10GB	85%	Genion	4	0	397	7	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	20	0	400	7	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	7	1	0	0	NA	0
negative	10GB	90%	Genion	1	0	400	7	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	20	0	400	7	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	7	1	0	0	NA	0
negative	10GB	95%	Genion	1	0	400	7	1	0	0	NA	0
negative	1GB	85%	FusionSeeker	1	0	187	7	1	0	0	NA	0
negative	1GB	85%	Genion	1	0	187	7	1	0	0	NA	0
negative	1GB	90%	FusionSeeker	1	0	202	7	1	0	0	NA	0
negative	1GB	95%	FusionSeeker	1	0	208	7	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	72	54	400	7	0.5714285714285714	0.42857142857142855	0.135	0.2053231939163498	0.135
positive	100GB	85%	FusionSeeker	437	61	400	7	0.8775100401606426	0.12248995983935743	0.1525	0.13585746102449886	0.1525
positive	100GB	85%	GFSeeker	104	15	400	7	0.8739495798319328	0.12605042016806722	0.0375	0.057803468208092484	0.0375
positive	100GB	85%	Genion	121	45	400	7	0.7289156626506024	0.2710843373493976	0.1125	0.15901060070671377	0.1125
positive	100GB	85%	JAFFAL	56	43	400	7	0.5656565656565656	0.43434343434343436	0.1075	0.1723446893787575	0.1075
positive	100GB	85%	LongGF	58	9	400	7	0.8656716417910447	0.13432835820895522	0.0225	0.03854389721627409	0.0225
positive	100GB	90%	CTAT-LR-Fusion	109	87	400	7	0.5561224489795918	0.44387755102040816	0.2175	0.2919463087248322	0.2175
positive	100GB	90%	FusionSeeker	456	74	400	7	0.8603773584905661	0.13962264150943396	0.185	0.15913978494623654	0.185
positive	100GB	90%	GFSeeker	120	32	400	7	0.7894736842105263	0.21052631578947367	0.08	0.11594202898550725	0.08
positive	100GB	90%	Genion	155	55	400	7	0.7380952380952381	0.2619047619047619	0.1375	0.18032786885245902	0.1375
positive	100GB	90%	JAFFAL	90	60	400	7	0.6	0.4	0.15	0.21818181818181814	0.15
positive	100GB	90%	LongGF	68	9	400	7	0.8831168831168831	0.11688311688311688	0.0225	0.03773584905660377	0.0225
positive	100GB	95%	CTAT-LR-Fusion	134	113	400	7	0.5425101214574899	0.4574898785425101	0.2825	0.34930448222565685	0.2825
positive	100GB	95%	FusionSeeker	464	77	400	7	0.8576709796672828	0.1423290203327172	0.1925	0.16365568544102016	0.1925
positive	100GB	95%	GFSeeker	138	39	400	7	0.7796610169491526	0.22033898305084745	0.0975	0.13518197573656845	0.0975
positive	100GB	95%	Genion	171	63	400	7	0.7307692307692307	0.2692307692307692	0.1575	0.19873817034700314	0.1575
positive	100GB	95%	JAFFAL	117	85	400	7	0.5792079207920792	0.4207920792079208	0.2125	0.2823920265780731	0.2125
