sample	contig	fusion.genes	spanning.reads	classification	recall_category	control	depth	Sequence_Identity	fusionType
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0061e930-f7c1-2585-e536-1b781c7bab58	MAST1:ZNF691	23	LowConfidence	True_Recall	positive	100GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	3543ffb2-cdb1-a712-407c-a368e5de1867	ENSG00000187951:SYTL5	23	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0a22d785-7d33-5b7e-7705-3ac483f37e84	COL6A6:PIK3R4	22	LowConfidence	True_Recall	positive	100GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	066f8ea0-5a63-8682-bbaa-7c52a87fff7c	RPS6KA4:BTG4	22	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	159166b7-0f8b-da8b-257b-9427fa514a09	ENSG00000285565:WRAP53	22	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	221a7326-d8a3-30d3-2378-e16b11f42646	IL12RB2:KRBA2	22	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	122a6095-88e1-ffef-d9cb-edc77426d915	POMT1:ADAM17	22	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	15069e61-4e67-01ab-c808-f03c2451ee3f	CUL2:DDHD2	22	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	1c6ec5c7-4e1c-0d90-42e6-218e351c60b2	LINC01964:ADA2	22	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	73171af8-f183-7750-5f01-80ff4e504f94	SLC19A1:MAPK10	22	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	3f591342-01b1-f480-d2bf-6d628021d958	IQCJ-SCHIP1:MIR100HG	22	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0ce7f067-d3ec-0f9b-b5e7-2aef3f2a2491	ATP7B:OR4P4	22	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0482ecba-81de-32a8-6318-38b9ffd4c0b7	SLC19A1:MAPK10	22	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0844b4af-70a3-cfc1-7f71-b3964c3dafd9	RGR:YY1	22	LowConfidence	True_Recall	positive	100GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	41c68dee-d01d-b741-5f10-0df30f441fec	COL6A6:PIK3R4	21	LowConfidence	True_Recall	positive	100GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	a2c11d1a-647c-3efa-f3f1-ee7f985d9a6c	TLE4:ENSG00000228714	21	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	030d6a9a-b4ed-9894-2521-26f820322ffc	HMMR:POMT1	21	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	090c09a9-669d-1d0a-8a95-20f6ce8ef91e	BDP1:SH2D7	21	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	26b89c1a-9989-5e00-5008-1cc3a4d0a083	PORCN:OR2F2	21	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	5a4995bd-50a6-f202-0811-b74c4e787cb0	ENSG00000290106:TCEANC2	21	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	12b98b4e-45a4-44cb-bf15-59691b71e06e	LNX1:RNASEH2C	21	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0bdfc1c1-0b3b-e357-b2ec-adc7aacb5b20	PMPCB:SMCO1	21	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	1ed22507-28fb-4873-6b57-6fab2a4a5c7f	TTLL5:ZNF646	21	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	098d8d63-f778-5cef-3ea6-3e282f8edf7e	SLC28A2:USP2	21	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	234aa5e8-3ea2-4b85-2b2c-ff8e6ae5acfb	ANKRD28:ORC6	21	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	2aedaaac-f356-9303-fc56-a6a73f9b74bf	CTBS:THBS3	20	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	be1900ec-d26e-103d-c584-071a54d8c93c	SCARNA2:LYPLA2	20	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	25fb516f-9b56-3128-dc60-61e03df3b525	LNX1:RNASEH2C	20	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	5e2d5c32-abe7-00ee-7673-2936c1cab72c	TBCE:ZNF627	20	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	05737494-0931-27cc-fe5a-af95e62ba3f2	KAT7:NEFL	20	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	5cbf170c-d187-7560-ad94-7cc14e29272d	SH2D7:ENSG00000225092	20	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	35863019-1b2e-ae96-55e8-fdeccb894c6d	FXN:ENSG00000285130	19	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	22e84eaf-54ba-6f6f-d1af-7df35b2c4629	LINC00383:STARD13-AS	19	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	11ed9788-263d-deda-cfbc-cb3755725c12	PVT1:ENSG00000253503	19	LowConfidence	True_Recall	positive	100GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0c58ae02-825f-e7d8-0be4-28ad4dc9f7bf	THBS3:CTBS	19	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	0539b9f9-db3f-a94c-c57d-c7aa194d4d4d	PMPCB:SMCO1	19	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	1f3a223d-a6d5-2849-dd17-045a2b297438	ENSG00000241577:CKMT2-AS1	19	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	1cdb83e8-9a1c-c109-2ab1-af68caf2f3cc	EPHA2:MAGEB6	19	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	cdf47ac0-63c6-4d98-9a87-8cea32e8ba0b	ENSG00000187951:SYTL5	19	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0d470c26-2956-e31d-1eb7-3d9cb7b4191d	CYP2C8:ENSG00000282278	19	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	053eee6b-db21-5db5-efca-18cd7abe33c3	ENSG00000254979:ZSCAN32	19	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0e9665db-1e95-cfb6-9297-1e80e810d79e	THSD4:ALS2	19	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0bc0c4f0-9b09-8cc6-f500-2042b8575cf1	ENSG00000256339:ESAM	19	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	015b9cee-822d-410b-2bfd-7e142cc35df0	LNX1:RNASEH2C	19	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	07e47b7e-1293-c217-fb6a-df4a04c13be4	MFN1:ZHX3	19	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	175bc63c-6af9-13be-7742-5769efdf2c5f	FMR1-AS1:EPHA2	19	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	24dc13d5-9f2d-1c63-4cda-484d5f9f4440	ASIC1:SYT17	19	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0a274d8b-a1f5-9f0d-3eeb-747d8a6893b6	LPO:MPO	18	LowConfidence	True_Recall	positive	100GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	22d899bb-334f-bd94-636d-402935cb5f19	ZNF559:UHRF1	18	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	2c6dd7ab-e706-7863-5e29-be8883837655	CTSC:NDUFS3	18	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	23d3c66c-fef8-ef46-381d-2e03e0a9a1f9	MFF:GDNF	18	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	175efed8-141d-d850-eb65-27578296c0a9	PMPCB:SMCO1	18	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0c41b8f6-df94-fa5b-cb85-ddb52e7da3d0	WASH2P:WRAP53	18	LowConfidence	True_Recall	positive	100GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	05a8476c-7f95-79aa-d895-7e01ab49caab	WIF1:SSR4	18	LowConfidence	True_Recall	positive	100GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	07b9cb89-eccf-60b5-ffb3-1036412964a4	SLC28A2:USP2	18	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	1cd2a02d-c797-276a-b756-7e9cc309304e	UPK1B:B4GALT4	17	LowConfidence	True_Recall	positive	100GB	85%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	1fa0af83-14b6-a3f2-7c26-c42bce26f552	NELFCD:CSNK2A1	17	LowConfidence	True_Recall	positive	100GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0cc1d1ae-26c2-c154-9a91-df64fbb0e8ba	MACROH2A1:SLC1A3	17	LowConfidence	True_Recall	positive	100GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	317bdf87-0689-d1b5-3e40-4ab042b8668d	LDLRAD4:NUTF2	17	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	1d508a40-e3dd-92a2-7262-cf1e252a17d9	BRPF3:CSPP1	17	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	62497248-5091-28dc-1478-c96c6fe07379	LINC01964:ADA2	17	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	067a7eff-581d-f8cd-c243-a577c61dcccf	PCBD2:ZAR1L	17	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	10522cf1-286a-79f2-cd11-410d3548af7e	ENSG00000241577:CKMT2-AS1	17	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	13f9e951-0372-10b9-7d6f-fb740eb4ef75	MAST1:ZNF691	17	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	3187d5e0-a03f-0cef-48ec-1029b8824bd1	ENSG00000290106:TCEANC2	17	LowConfidence	True_Recall	positive	100GB	90%	hybrid
