library_type	Platform	RNA_sample	Algorithm	Gene	degree
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163466	214
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163467	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163468	996
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163472	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163479	418
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163481	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163491	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163507	40
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163510	19
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163512	20
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163513	374
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163516	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163517	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163527	983
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163528	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163535	27
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163539	88
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163541	50
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163545	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163558	48
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163576	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163577	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163584	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163586	334
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163590	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163596	21
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163597	50
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163602	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163605	23
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163607	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163608	24
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163618	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163624	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163625	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163626	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163629	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163630	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163631	6329
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163633	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163634	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163635	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163636	35
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163638	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163644	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163655	58
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163659	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163660	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163681	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163682	139
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163683	27
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163684	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163694	106
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163697	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163702	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163703	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163710	198
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163714	125
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163719	55
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163728	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163735	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163743	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163749	30
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163754	39
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163755	23
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163781	76
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163785	42
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163788	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163795	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163798	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163807	65
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163808	22
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163811	114
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163812	84
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163818	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163820	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163823	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163832	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163840	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163848	29
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163866	15
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163870	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163872	34
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163874	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163875	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163877	42
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163879	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163882	21
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163884	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163888	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163900	32
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163902	880
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163904	42
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163913	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163918	34
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163923	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163930	42
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163931	1045
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163932	23
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163933	31
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163935	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163938	67
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163939	73
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163945	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163946	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163947	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163950	161
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163956	270
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163960	38
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163961	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163964	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000163993	752
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164002	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164010	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164011	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164022	31
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164024	51
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164031	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164032	443
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164037	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164038	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164039	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164040	75
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164045	148
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164048	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164050	68
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164051	13
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164053	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164054	257
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164056	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164061	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164062	97
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164066	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164068	21
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164070	444
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164073	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164077	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164080	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164081	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164086	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164087	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164091	149
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164096	31
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164100	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164104	115
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164105	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164109	78
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164111	572
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164117	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164118	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164120	112
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164123	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164124	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164134	137
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164142	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164144	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164151	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164162	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164163	203
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164164	21
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164167	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164168	18
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164169	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164171	13
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164172	29
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164175	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164180	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164181	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164182	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164187	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164188	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164190	120
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164199	24
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164209	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164211	55
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164219	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164220	131
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164236	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164237	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164241	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164244	96
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164251	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164252	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164253	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164258	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164266	298
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164284	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164292	40
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164294	18
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164300	35
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164304	266
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164305	23
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164306	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164307	45
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164318	35
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164323	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164327	81
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164329	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164331	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164332	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164338	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164342	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164346	46
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164347	25
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164362	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164366	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164379	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164402	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164403	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164405	57
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164411	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164414	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164418	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164442	303
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164463	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164465	22
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164466	74
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164483	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164484	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164494	19
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164506	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164509	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164512	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164535	15
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164542	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164543	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164548	32
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164574	30
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164576	23
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164587	594
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164597	31
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164603	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164609	24
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164611	93
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164615	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164620	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164631	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164638	67
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164647	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164649	28
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164651	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164654	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164659	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164683	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164684	52
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164687	229
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164690	30
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164692	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164695	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164713	195
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164715	81
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164733	312
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164741	30
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164749	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164751	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164754	259
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164758	21
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164761	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164776	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164796	18
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164808	55
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164815	25
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164818	19
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164823	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164828	55
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164830	100
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164850	26
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164855	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164880	123
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164885	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164889	489
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164896	29
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164897	32
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164898	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164902	20
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164904	56
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164916	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164919	39
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164920	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164924	930
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164933	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164934	83
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164938	21
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164941	27
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164944	66
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164949	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164951	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164953	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164961	51
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164967	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164970	27
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164975	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164976	31
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164978	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164983	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000164985	24
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165006	80
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165029	72
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165030	28
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165055	32
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165060	32
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165078	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165091	55
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165092	3137
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165097	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165102	34
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165105	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165115	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165118	33
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165119	1534
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165138	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165152	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165156	18
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165164	31
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165175	559
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165185	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165195	34
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165197	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165209	39
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165215	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165219	210
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165233	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165238	19
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165240	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165244	15
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165246	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165264	22
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165271	105
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165272	22
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165275	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165280	2096
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165282	31
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165283	246
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165288	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165304	144
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165322	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165325	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165338	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165355	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165376	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165389	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165392	19
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165406	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165410	63
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165416	67
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165417	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165424	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165434	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165443	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165458	34
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165471	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165474	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165476	44
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165480	23
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165487	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165490	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165494	26
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165495	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165496	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165501	20
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165502	100
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165506	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165507	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165512	33
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165516	37
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165521	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165525	13
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165526	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165527	156
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165533	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165555	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165556	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165572	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165591	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165606	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165609	67
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165626	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000165629	155
