library_type	Platform	RNA_sample	Algorithm	Gene	degree
PCR_cDNA	Illumina	B1	Arriba	ENSG00000001629	3
PCR_cDNA	Illumina	B1	Arriba	ENSG00000002079	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000007062	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000010626	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000025293	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000071462	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000075151	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000075420	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000075651	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000076650	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000078142	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000078246	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000081051	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000084093	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000084674	9
PCR_cDNA	Illumina	B1	Arriba	ENSG00000086200	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000089169	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000090905	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000092108	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000097007	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000101384	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000101443	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000102313	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000103037	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000104723	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000104731	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000108306	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000109189	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000109339	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000111679	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000113356	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000113448	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000114698	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000115758	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000116044	3
PCR_cDNA	Illumina	B1	Arriba	ENSG00000118705	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000118961	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000122035	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000122733	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000122965	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000124422	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000124664	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000126653	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000130119	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000130811	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000131558	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000131941	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000132676	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000133318	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000135164	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000135185	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000137055	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000138035	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000138942	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000140263	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000141441	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000145012	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000145041	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000145216	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000148942	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000149474	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000150394	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000152443	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000152952	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000153561	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000153774	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000155093	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000156256	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000156976	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000159459	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000159720	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000163453	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000166794	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000167014	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000168785	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000169139	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000169550	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000169710	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000169762	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000171488	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000171606	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000172264	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000172687	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000172890	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000173020	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000173230	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000174173	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000175115	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000176155	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000176428	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000177425	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000178074	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000181291	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000182481	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000183963	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000184110	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000185261	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000185565	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000186184	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000186704	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000196419	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000196636	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000196821	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000198074	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000198363	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000198785	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000198862	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000203546	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000206052	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000227953	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000230735	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000233896	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000234238	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000234663	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000234741	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000236562	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000237689	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000239672	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000241135	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000241685	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000243629	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000243678	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000245067	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000249413	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000250365	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000251321	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000251322	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000258048	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000265479	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000265643	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000271949	2
PCR_cDNA	Illumina	B1	Arriba	ENSG00000274251	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000274863	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000282943	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000284292	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000285280	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000285656	1
PCR_cDNA	Illumina	B1	Arriba	ENSG00000287999	1
PCR_cDNA	Illumina	B1	JAFFA-direct	AKAP17A	6
PCR_cDNA	Illumina	B1	JAFFA-direct	CD99	23
PCR_cDNA	Illumina	B1	JAFFA-direct	CD99P1	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000000003	100
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000000419	43
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000000457	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000000460	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000000971	342
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001036	239
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001084	47
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001167	30
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001460	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001461	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001497	53
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001561	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001617	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001626	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001629	23
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001630	101
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000001631	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000002016	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000002330	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000002549	134
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000002746	54
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000002822	18
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000002834	793
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000002919	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003056	192
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003096	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003137	24
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003147	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003249	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003393	41
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003400	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003402	41
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003436	113
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003509	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003756	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000003989	304
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004059	102
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004139	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004142	209
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004399	102
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004455	140
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004468	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004478	173
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004487	159
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004534	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004700	34
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004766	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004779	58
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004864	176
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004866	39
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004897	137
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004961	20
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000004975	29
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005007	333
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005020	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005022	633
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005059	78
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005075	20
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005100	27
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005108	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005156	77
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005175	66
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005187	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005194	41
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005206	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005238	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005339	43
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005421	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005436	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005471	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005483	20
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005486	25
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005700	143
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005801	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005810	28
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005812	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005844	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005882	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005889	43
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000005893	199
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006007	38
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006015	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006016	15
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006025	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006042	40
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006071	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006118	71
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006125	546
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006194	21
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006210	33
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006282	38
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006327	79
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006432	13
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006451	35
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006453	825
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006459	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006468	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006530	22
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006534	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006555	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006576	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006611	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006625	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006634	33
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006652	86
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006695	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006704	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006712	72
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006715	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006744	118
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006756	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006757	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000006831	271
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007001	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007047	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007062	141
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007080	52
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007129	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007168	77
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007171	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007202	243
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007255	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007341	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007372	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007376	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007384	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007392	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007520	18
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007541	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007545	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007866	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007923	84
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007944	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007952	90
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000007968	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008018	496
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008083	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008086	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008128	29
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008130	49
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008256	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008282	80
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008294	119
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008311	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008323	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008324	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008382	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008394	664
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008405	24
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008441	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008513	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008517	65
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008710	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008838	65
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008853	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008869	13
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008952	98
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000008988	1228
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009307	920
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009335	243
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009413	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009694	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009724	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009780	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009830	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009844	101
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009950	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000009954	107
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010017	34
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010072	26
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010165	33
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010219	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010244	196
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010256	334
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010270	28
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010278	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010292	314
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010295	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010322	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010404	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010438	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010539	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010626	9
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010803	13
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010810	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010818	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000010932	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011007	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011009	81
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011021	13
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011052	779
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011105	553
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011114	13
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011132	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011143	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011198	19
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011243	27
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011258	12
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011260	81
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011275	35
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011295	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011304	918
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011332	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011347	15
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011376	58
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011405	73
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011426	147
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011451	31
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011454	67
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011478	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011485	84
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011523	4
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000011566	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012048	37
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012061	15
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012171	5
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012174	72
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012211	10
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012232	42
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012504	137
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012660	256
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012817	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012822	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012963	17
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000012983	11
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013275	314
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013288	44
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013293	122
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013306	134
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013364	3
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013374	43
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013375	126
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013392	1
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013441	6
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013503	16
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013523	7
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013561	30
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013573	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013583	40
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000013810	235
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000014123	27
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000014138	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000014164	8
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000014216	115
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000014641	178
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000014824	50
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000014919	29
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000015133	37
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000015153	2
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000015171	14
PCR_cDNA	Illumina	B1	JAFFA-direct	ENSG00000015475	87
