Platform	library_type	replicate	length_bin	percentile	mean_cov	n_transcripts
ONT	PCR_cDNA	B2	0-1kb	11	0.716341	6669
ONT	PCR_cDNA	B2	0-1kb	12	0.725901	6669
ONT	PCR_cDNA	B2	0-1kb	13	0.734954	6669
ONT	PCR_cDNA	B2	0-1kb	14	0.742377	6669
ONT	PCR_cDNA	B2	0-1kb	15	0.749213	6669
ONT	PCR_cDNA	B2	0-1kb	16	0.7556	6669
ONT	PCR_cDNA	B2	0-1kb	17	0.760541	6669
ONT	PCR_cDNA	B2	0-1kb	18	0.766468	6669
ONT	PCR_cDNA	B2	0-1kb	19	0.770323	6669
ONT	PCR_cDNA	B2	0-1kb	20	0.774472	6669
ONT	PCR_cDNA	B2	0-1kb	21	0.778415	6669
ONT	PCR_cDNA	B2	0-1kb	22	0.782267	6669
ONT	PCR_cDNA	B2	0-1kb	23	0.784291	6669
ONT	PCR_cDNA	B2	0-1kb	24	0.786328	6669
ONT	PCR_cDNA	B2	0-1kb	25	0.789316	6669
ONT	PCR_cDNA	B2	0-1kb	26	0.791355	6669
ONT	PCR_cDNA	B2	0-1kb	27	0.794222	6669
ONT	PCR_cDNA	B2	0-1kb	28	0.796855	6669
ONT	PCR_cDNA	B2	0-1kb	29	0.79839	6669
ONT	PCR_cDNA	B2	0-1kb	30	0.798897	6669
ONT	PCR_cDNA	B2	0-1kb	31	0.799844	6669
ONT	PCR_cDNA	B2	0-1kb	32	0.801078	6669
ONT	PCR_cDNA	B2	0-1kb	33	0.802686	6669
ONT	PCR_cDNA	B2	0-1kb	34	0.804413	6669
ONT	PCR_cDNA	B2	0-1kb	35	0.806081	6669
ONT	PCR_cDNA	B2	0-1kb	36	0.806989	6669
ONT	PCR_cDNA	B2	0-1kb	37	0.808414	6669
ONT	PCR_cDNA	B2	0-1kb	38	0.809241	6669
ONT	PCR_cDNA	B2	0-1kb	39	0.809432	6669
ONT	PCR_cDNA	B2	0-1kb	40	0.809218	6669
ONT	PCR_cDNA	B2	0-1kb	41	0.809993	6669
ONT	PCR_cDNA	B2	0-1kb	42	0.809427	6669
ONT	PCR_cDNA	B2	0-1kb	43	0.809378	6669
ONT	PCR_cDNA	B2	0-1kb	44	0.808371	6669
ONT	PCR_cDNA	B2	0-1kb	45	0.808756	6669
ONT	PCR_cDNA	B2	0-1kb	46	0.809647	6669
ONT	PCR_cDNA	B2	0-1kb	47	0.808726	6669
ONT	PCR_cDNA	B2	0-1kb	48	0.807759	6669
ONT	PCR_cDNA	B2	0-1kb	49	0.807465	6669
ONT	PCR_cDNA	B2	0-1kb	50	0.807656	6669
ONT	PCR_cDNA	B2	0-1kb	51	0.806727	6669
ONT	PCR_cDNA	B2	0-1kb	52	0.804949	6669
ONT	PCR_cDNA	B2	0-1kb	53	0.803628	6669
ONT	PCR_cDNA	B2	0-1kb	54	0.80281	6669
ONT	PCR_cDNA	B2	0-1kb	55	0.801608	6669
ONT	PCR_cDNA	B2	0-1kb	56	0.799468	6669
ONT	PCR_cDNA	B2	0-1kb	57	0.797838	6669
ONT	PCR_cDNA	B2	0-1kb	58	0.796785	6669
ONT	PCR_cDNA	B2	0-1kb	59	0.794902	6669
ONT	PCR_cDNA	B2	0-1kb	60	0.792872	6669
ONT	PCR_cDNA	B2	0-1kb	61	0.791958	6669
ONT	PCR_cDNA	B2	0-1kb	62	0.791949	6669
ONT	PCR_cDNA	B2	0-1kb	63	0.790346	6669
ONT	PCR_cDNA	B2	0-1kb	64	0.788919	6669
ONT	PCR_cDNA	B2	0-1kb	65	0.787593	6669
ONT	PCR_cDNA	B2	0-1kb	66	0.785895	6669
ONT	PCR_cDNA	B2	0-1kb	67	0.78425	6669
ONT	PCR_cDNA	B2	0-1kb	68	0.782235	6669
ONT	PCR_cDNA	B2	0-1kb	69	0.779374	6669
ONT	PCR_cDNA	B2	0-1kb	70	0.777585	6669
ONT	PCR_cDNA	B2	0-1kb	71	0.77574	6669
ONT	PCR_cDNA	B2	0-1kb	72	0.772278	6669
ONT	PCR_cDNA	B2	0-1kb	73	0.768929	6669
ONT	PCR_cDNA	B2	0-1kb	74	0.766839	6669
ONT	PCR_cDNA	B2	0-1kb	75	0.764427	6669
ONT	PCR_cDNA	B2	0-1kb	76	0.762447	6669
ONT	PCR_cDNA	B2	0-1kb	77	0.759967	6669
ONT	PCR_cDNA	B2	0-1kb	78	0.758159	6669
ONT	PCR_cDNA	B2	0-1kb	79	0.755815	6669
ONT	PCR_cDNA	B2	0-1kb	80	0.752532	6669
ONT	PCR_cDNA	B2	0-1kb	81	0.748547	6669
ONT	PCR_cDNA	B2	0-1kb	82	0.744205	6669
ONT	PCR_cDNA	B2	0-1kb	83	0.740615	6669
ONT	PCR_cDNA	B2	0-1kb	84	0.737113	6669
ONT	PCR_cDNA	B2	0-1kb	85	0.732903	6669
ONT	PCR_cDNA	B2	0-1kb	86	0.728374	6669
ONT	PCR_cDNA	B2	0-1kb	87	0.722743	6669
ONT	PCR_cDNA	B2	0-1kb	88	0.717948	6669
ONT	PCR_cDNA	B2	0-1kb	89	0.712541	6669
ONT	PCR_cDNA	B2	0-1kb	90	0.708083	6669
ONT	PCR_cDNA	B2	0-1kb	91	0.701498	6669
ONT	PCR_cDNA	B2	0-1kb	92	0.694499	6669
ONT	PCR_cDNA	B2	0-1kb	93	0.68834	6669
ONT	PCR_cDNA	B2	0-1kb	94	0.681884	6669
ONT	PCR_cDNA	B2	0-1kb	95	0.674852	6669
ONT	PCR_cDNA	B2	0-1kb	96	0.666623	6669
ONT	PCR_cDNA	B2	0-1kb	97	0.653331	6669
ONT	PCR_cDNA	B2	0-1kb	98	0.631548	6669
ONT	PCR_cDNA	B2	0-1kb	99	0.578834	6669
ONT	PCR_cDNA	B2	0-1kb	100	0.417181	6669
ONT	PCR_cDNA	B2	1-2.5kb	0	0.359916	13173
ONT	PCR_cDNA	B2	1-2.5kb	1	0.446981	13173
ONT	PCR_cDNA	B2	1-2.5kb	2	0.503334	13173
ONT	PCR_cDNA	B2	1-2.5kb	3	0.53983	13173
ONT	PCR_cDNA	B2	1-2.5kb	4	0.566714	13173
ONT	PCR_cDNA	B2	1-2.5kb	5	0.586192	13173
ONT	PCR_cDNA	B2	1-2.5kb	6	0.60117	13173
ONT	PCR_cDNA	B2	1-2.5kb	7	0.614442	13173
ONT	PCR_cDNA	B2	1-2.5kb	8	0.625115	13173
ONT	PCR_cDNA	B2	1-2.5kb	9	0.63531	13173
ONT	PCR_cDNA	B2	1-2.5kb	10	0.644317	13173
ONT	PCR_cDNA	B2	1-2.5kb	11	0.652238	13173
ONT	PCR_cDNA	B2	1-2.5kb	12	0.659219	13173
ONT	PCR_cDNA	B2	1-2.5kb	13	0.665773	13173
ONT	PCR_cDNA	B2	1-2.5kb	14	0.672095	13173
ONT	PCR_cDNA	B2	1-2.5kb	15	0.677768	13173
ONT	PCR_cDNA	B2	1-2.5kb	16	0.682992	13173
ONT	PCR_cDNA	B2	1-2.5kb	17	0.688042	13173
ONT	PCR_cDNA	B2	1-2.5kb	18	0.692431	13173
ONT	PCR_cDNA	B2	1-2.5kb	19	0.697451	13173
ONT	PCR_cDNA	B2	1-2.5kb	20	0.701365	13173
ONT	PCR_cDNA	B2	1-2.5kb	21	0.705317	13173
ONT	PCR_cDNA	B2	1-2.5kb	22	0.709249	13173
ONT	PCR_cDNA	B2	1-2.5kb	23	0.712026	13173
ONT	PCR_cDNA	B2	1-2.5kb	24	0.714087	13173
ONT	PCR_cDNA	B2	1-2.5kb	25	0.715322	13173
ONT	PCR_cDNA	B2	1-2.5kb	26	0.717622	13173
ONT	PCR_cDNA	B2	1-2.5kb	27	0.718806	13173
ONT	PCR_cDNA	B2	1-2.5kb	28	0.719931	13173
ONT	PCR_cDNA	B2	1-2.5kb	29	0.722474	13173
ONT	PCR_cDNA	B2	1-2.5kb	30	0.7245	13173
ONT	PCR_cDNA	B2	1-2.5kb	31	0.725576	13173
ONT	PCR_cDNA	B2	1-2.5kb	32	0.72617	13173
ONT	PCR_cDNA	B2	1-2.5kb	33	0.727165	13173
ONT	PCR_cDNA	B2	1-2.5kb	34	0.727583	13173
ONT	PCR_cDNA	B2	1-2.5kb	35	0.728319	13173
ONT	PCR_cDNA	B2	1-2.5kb	36	0.728024	13173
ONT	PCR_cDNA	B2	1-2.5kb	37	0.728763	13173
ONT	PCR_cDNA	B2	1-2.5kb	38	0.728322	13173
ONT	PCR_cDNA	B2	1-2.5kb	39	0.728657	13173
ONT	PCR_cDNA	B2	1-2.5kb	40	0.7283	13173
ONT	PCR_cDNA	B2	1-2.5kb	41	0.727227	13173
ONT	PCR_cDNA	B2	1-2.5kb	42	0.726539	13173
ONT	PCR_cDNA	B2	1-2.5kb	43	0.726586	13173
ONT	PCR_cDNA	B2	1-2.5kb	44	0.725477	13173
ONT	PCR_cDNA	B2	1-2.5kb	45	0.724579	13173
ONT	PCR_cDNA	B2	1-2.5kb	46	0.724173	13173
ONT	PCR_cDNA	B2	1-2.5kb	47	0.723707	13173
ONT	PCR_cDNA	B2	1-2.5kb	48	0.724066	13173
ONT	PCR_cDNA	B2	1-2.5kb	49	0.723647	13173
ONT	PCR_cDNA	B2	1-2.5kb	50	0.723746	13173
ONT	PCR_cDNA	B2	1-2.5kb	51	0.72337	13173
ONT	PCR_cDNA	B2	1-2.5kb	52	0.723112	13173
ONT	PCR_cDNA	B2	1-2.5kb	53	0.722486	13173
ONT	PCR_cDNA	B2	1-2.5kb	54	0.72181	13173
ONT	PCR_cDNA	B2	1-2.5kb	55	0.72061	13173
ONT	PCR_cDNA	B2	1-2.5kb	56	0.719953	13173
ONT	PCR_cDNA	B2	1-2.5kb	57	0.718918	13173
ONT	PCR_cDNA	B2	1-2.5kb	58	0.71828	13173
ONT	PCR_cDNA	B2	1-2.5kb	59	0.716813	13173
ONT	PCR_cDNA	B2	1-2.5kb	60	0.715555	13173
ONT	PCR_cDNA	B2	1-2.5kb	61	0.714047	13173
ONT	PCR_cDNA	B2	1-2.5kb	62	0.713031	13173
ONT	PCR_cDNA	B2	1-2.5kb	63	0.711925	13173
ONT	PCR_cDNA	B2	1-2.5kb	64	0.710484	13173
ONT	PCR_cDNA	B2	1-2.5kb	65	0.709033	13173
ONT	PCR_cDNA	B2	1-2.5kb	66	0.707311	13173
ONT	PCR_cDNA	B2	1-2.5kb	67	0.706165	13173
ONT	PCR_cDNA	B2	1-2.5kb	68	0.705118	13173
ONT	PCR_cDNA	B2	1-2.5kb	69	0.703978	13173
ONT	PCR_cDNA	B2	1-2.5kb	70	0.702318	13173
ONT	PCR_cDNA	B2	1-2.5kb	71	0.700866	13173
ONT	PCR_cDNA	B2	1-2.5kb	72	0.699571	13173
ONT	PCR_cDNA	B2	1-2.5kb	73	0.698655	13173
ONT	PCR_cDNA	B2	1-2.5kb	74	0.697179	13173
ONT	PCR_cDNA	B2	1-2.5kb	75	0.695206	13173
ONT	PCR_cDNA	B2	1-2.5kb	76	0.693358	13173
ONT	PCR_cDNA	B2	1-2.5kb	77	0.690978	13173
ONT	PCR_cDNA	B2	1-2.5kb	78	0.68785	13173
ONT	PCR_cDNA	B2	1-2.5kb	79	0.685661	13173
ONT	PCR_cDNA	B2	1-2.5kb	80	0.683022	13173
ONT	PCR_cDNA	B2	1-2.5kb	81	0.680171	13173
ONT	PCR_cDNA	B2	1-2.5kb	82	0.67681	13173
ONT	PCR_cDNA	B2	1-2.5kb	83	0.673735	13173
ONT	PCR_cDNA	B2	1-2.5kb	84	0.670775	13173
ONT	PCR_cDNA	B2	1-2.5kb	85	0.668059	13173
ONT	PCR_cDNA	B2	1-2.5kb	86	0.665662	13173
ONT	PCR_cDNA	B2	1-2.5kb	87	0.662428	13173
ONT	PCR_cDNA	B2	1-2.5kb	88	0.658546	13173
ONT	PCR_cDNA	B2	1-2.5kb	89	0.654284	13173
ONT	PCR_cDNA	B2	1-2.5kb	90	0.648941	13173
ONT	PCR_cDNA	B2	1-2.5kb	91	0.642507	13173
ONT	PCR_cDNA	B2	1-2.5kb	92	0.637736	13173
ONT	PCR_cDNA	B2	1-2.5kb	93	0.632491	13173
ONT	PCR_cDNA	B2	1-2.5kb	94	0.626759	13173
ONT	PCR_cDNA	B2	1-2.5kb	95	0.619849	13173
ONT	PCR_cDNA	B2	1-2.5kb	96	0.61116	13173
ONT	PCR_cDNA	B2	1-2.5kb	97	0.600895	13173
ONT	PCR_cDNA	B2	1-2.5kb	98	0.589069	13173
ONT	PCR_cDNA	B2	1-2.5kb	99	0.563817	13173
ONT	PCR_cDNA	B2	1-2.5kb	100	0.364408	13173
ONT	PCR_cDNA	B2	2.5kb+	0	0.347883	13254
ONT	PCR_cDNA	B2	2.5kb+	1	0.414376	13254
ONT	PCR_cDNA	B2	2.5kb+	2	0.4448	13254
ONT	PCR_cDNA	B2	2.5kb+	3	0.462292	13254
ONT	PCR_cDNA	B2	2.5kb+	4	0.474338	13254
ONT	PCR_cDNA	B2	2.5kb+	5	0.48278	13254
ONT	PCR_cDNA	B2	2.5kb+	6	0.490366	13254
ONT	PCR_cDNA	B2	2.5kb+	7	0.495145	13254
ONT	PCR_cDNA	B2	2.5kb+	8	0.498684	13254
ONT	PCR_cDNA	B2	2.5kb+	9	0.500779	13254
ONT	PCR_cDNA	B2	2.5kb+	10	0.502379	13254
ONT	PCR_cDNA	B2	2.5kb+	11	0.501626	13254
ONT	PCR_cDNA	B2	2.5kb+	12	0.500628	13254
ONT	PCR_cDNA	B2	2.5kb+	13	0.499782	13254
ONT	PCR_cDNA	B2	2.5kb+	14	0.499054	13254
ONT	PCR_cDNA	B2	2.5kb+	15	0.496462	13254
ONT	PCR_cDNA	B2	2.5kb+	16	0.494746	13254
ONT	PCR_cDNA	B2	2.5kb+	17	0.492277	13254
ONT	PCR_cDNA	B2	2.5kb+	18	0.489469	13254
ONT	PCR_cDNA	B2	2.5kb+	19	0.485858	13254
ONT	PCR_cDNA	B2	2.5kb+	20	0.482453	13254
ONT	PCR_cDNA	B2	2.5kb+	21	0.479035	13254
ONT	PCR_cDNA	B2	2.5kb+	22	0.474794	13254
ONT	PCR_cDNA	B2	2.5kb+	23	0.471092	13254
ONT	PCR_cDNA	B2	2.5kb+	24	0.467251	13254
ONT	PCR_cDNA	B2	2.5kb+	25	0.46347	13254
ONT	PCR_cDNA	B2	2.5kb+	26	0.458978	13254
ONT	PCR_cDNA	B2	2.5kb+	27	0.45508	13254
ONT	PCR_cDNA	B2	2.5kb+	28	0.451545	13254
ONT	PCR_cDNA	B2	2.5kb+	29	0.448779	13254
ONT	PCR_cDNA	B2	2.5kb+	30	0.445413	13254
ONT	PCR_cDNA	B2	2.5kb+	31	0.44136	13254
ONT	PCR_cDNA	B2	2.5kb+	32	0.437422	13254
ONT	PCR_cDNA	B2	2.5kb+	33	0.432412	13254
ONT	PCR_cDNA	B2	2.5kb+	34	0.428878	13254
ONT	PCR_cDNA	B2	2.5kb+	35	0.425291	13254
ONT	PCR_cDNA	B2	2.5kb+	36	0.421529	13254
ONT	PCR_cDNA	B2	2.5kb+	37	0.418864	13254
ONT	PCR_cDNA	B2	2.5kb+	38	0.415378	13254
ONT	PCR_cDNA	B2	2.5kb+	39	0.411404	13254
ONT	PCR_cDNA	B2	2.5kb+	40	0.407469	13254
ONT	PCR_cDNA	B2	2.5kb+	41	0.404401	13254
ONT	PCR_cDNA	B2	2.5kb+	42	0.400586	13254
ONT	PCR_cDNA	B2	2.5kb+	43	0.397587	13254
ONT	PCR_cDNA	B2	2.5kb+	44	0.393864	13254
ONT	PCR_cDNA	B2	2.5kb+	45	0.390623	13254
ONT	PCR_cDNA	B2	2.5kb+	46	0.386915	13254
ONT	PCR_cDNA	B2	2.5kb+	47	0.384234	13254
ONT	PCR_cDNA	B2	2.5kb+	48	0.381051	13254
ONT	PCR_cDNA	B2	2.5kb+	49	0.377714	13254
ONT	PCR_cDNA	B2	2.5kb+	50	0.375023	13254
ONT	PCR_cDNA	B2	2.5kb+	51	0.37211	13254
ONT	PCR_cDNA	B2	2.5kb+	52	0.369455	13254
ONT	PCR_cDNA	B2	2.5kb+	53	0.366647	13254
ONT	PCR_cDNA	B2	2.5kb+	54	0.363609	13254
ONT	PCR_cDNA	B2	2.5kb+	55	0.360687	13254
ONT	PCR_cDNA	B2	2.5kb+	56	0.358859	13254
ONT	PCR_cDNA	B2	2.5kb+	57	0.356142	13254
ONT	PCR_cDNA	B2	2.5kb+	58	0.355081	13254
ONT	PCR_cDNA	B2	2.5kb+	59	0.353765	13254
ONT	PCR_cDNA	B2	2.5kb+	60	0.352078	13254
ONT	PCR_cDNA	B2	2.5kb+	61	0.350552	13254
ONT	PCR_cDNA	B2	2.5kb+	62	0.348908	13254
ONT	PCR_cDNA	B2	2.5kb+	63	0.348153	13254
ONT	PCR_cDNA	B2	2.5kb+	64	0.347039	13254
ONT	PCR_cDNA	B2	2.5kb+	65	0.345042	13254
ONT	PCR_cDNA	B2	2.5kb+	66	0.34399	13254
ONT	PCR_cDNA	B2	2.5kb+	67	0.343196	13254
ONT	PCR_cDNA	B2	2.5kb+	68	0.342394	13254
ONT	PCR_cDNA	B2	2.5kb+	69	0.341285	13254
ONT	PCR_cDNA	B2	2.5kb+	70	0.339299	13254
ONT	PCR_cDNA	B2	2.5kb+	71	0.339313	13254
ONT	PCR_cDNA	B2	2.5kb+	72	0.33962	13254
ONT	PCR_cDNA	B2	2.5kb+	73	0.340759	13254
ONT	PCR_cDNA	B2	2.5kb+	74	0.340861	13254
ONT	PCR_cDNA	B2	2.5kb+	75	0.341037	13254
ONT	PCR_cDNA	B2	2.5kb+	76	0.340855	13254
ONT	PCR_cDNA	B2	2.5kb+	77	0.341057	13254
ONT	PCR_cDNA	B2	2.5kb+	78	0.341342	13254
ONT	PCR_cDNA	B2	2.5kb+	79	0.342078	13254
ONT	PCR_cDNA	B2	2.5kb+	80	0.342915	13254
ONT	PCR_cDNA	B2	2.5kb+	81	0.344038	13254
ONT	PCR_cDNA	B2	2.5kb+	82	0.344593	13254
ONT	PCR_cDNA	B2	2.5kb+	83	0.346796	13254
ONT	PCR_cDNA	B2	2.5kb+	84	0.347658	13254
ONT	PCR_cDNA	B2	2.5kb+	85	0.348618	13254
ONT	PCR_cDNA	B2	2.5kb+	86	0.35023	13254
ONT	PCR_cDNA	B2	2.5kb+	87	0.351277	13254
ONT	PCR_cDNA	B2	2.5kb+	88	0.352141	13254
ONT	PCR_cDNA	B2	2.5kb+	89	0.353066	13254
ONT	PCR_cDNA	B2	2.5kb+	90	0.354197	13254
ONT	PCR_cDNA	B2	2.5kb+	91	0.354568	13254
ONT	PCR_cDNA	B2	2.5kb+	92	0.355052	13254
ONT	PCR_cDNA	B2	2.5kb+	93	0.353982	13254
ONT	PCR_cDNA	B2	2.5kb+	94	0.354421	13254
ONT	PCR_cDNA	B2	2.5kb+	95	0.353822	13254
ONT	PCR_cDNA	B2	2.5kb+	96	0.351887	13254
ONT	PCR_cDNA	B2	2.5kb+	97	0.347839	13254
ONT	PCR_cDNA	B2	2.5kb+	98	0.337601	13254
ONT	PCR_cDNA	B2	2.5kb+	99	0.324333	13254
ONT	PCR_cDNA	B2	2.5kb+	100	0.200306	13254
PacBio	PCR_cDNA	B1	0-1kb	0	0.480165	3282
PacBio	PCR_cDNA	B1	0-1kb	1	0.531442	3282
PacBio	PCR_cDNA	B1	0-1kb	2	0.57168	3282
PacBio	PCR_cDNA	B1	0-1kb	3	0.606015	3282
PacBio	PCR_cDNA	B1	0-1kb	4	0.633039	3282
PacBio	PCR_cDNA	B1	0-1kb	5	0.656602	3282
PacBio	PCR_cDNA	B1	0-1kb	6	0.676305	3282
PacBio	PCR_cDNA	B1	0-1kb	7	0.693376	3282
PacBio	PCR_cDNA	B1	0-1kb	8	0.70589	3282
PacBio	PCR_cDNA	B1	0-1kb	9	0.718237	3282
PacBio	PCR_cDNA	B1	0-1kb	10	0.728624	3282
PacBio	PCR_cDNA	B1	0-1kb	11	0.738212	3282
PacBio	PCR_cDNA	B1	0-1kb	12	0.747621	3282
PacBio	PCR_cDNA	B1	0-1kb	13	0.755176	3282
PacBio	PCR_cDNA	B1	0-1kb	14	0.761606	3282
PacBio	PCR_cDNA	B1	0-1kb	15	0.76783	3282
PacBio	PCR_cDNA	B1	0-1kb	16	0.773383	3282
PacBio	PCR_cDNA	B1	0-1kb	17	0.77868	3282
PacBio	PCR_cDNA	B1	0-1kb	18	0.782259	3282
PacBio	PCR_cDNA	B1	0-1kb	19	0.785485	3282
PacBio	PCR_cDNA	B1	0-1kb	20	0.79012	3282
PacBio	PCR_cDNA	B1	0-1kb	21	0.794677	3282
PacBio	PCR_cDNA	B1	0-1kb	22	0.797166	3282
PacBio	PCR_cDNA	B1	0-1kb	23	0.798911	3282
PacBio	PCR_cDNA	B1	0-1kb	24	0.80306	3282
PacBio	PCR_cDNA	B1	0-1kb	25	0.803877	3282
PacBio	PCR_cDNA	B1	0-1kb	26	0.802252	3282
PacBio	PCR_cDNA	B1	0-1kb	27	0.803993	3282
PacBio	PCR_cDNA	B1	0-1kb	28	0.808564	3282
PacBio	PCR_cDNA	B1	0-1kb	29	0.809071	3282
PacBio	PCR_cDNA	B1	0-1kb	30	0.811023	3282
PacBio	PCR_cDNA	B1	0-1kb	31	0.810701	3282
PacBio	PCR_cDNA	B1	0-1kb	32	0.813643	3282
PacBio	PCR_cDNA	B1	0-1kb	33	0.813245	3282
PacBio	PCR_cDNA	B1	0-1kb	34	0.814869	3282
PacBio	PCR_cDNA	B1	0-1kb	35	0.81381	3282
PacBio	PCR_cDNA	B1	0-1kb	36	0.816308	3282
PacBio	PCR_cDNA	B1	0-1kb	37	0.81727	3282
PacBio	PCR_cDNA	B1	0-1kb	38	0.817681	3282
PacBio	PCR_cDNA	B1	0-1kb	39	0.816266	3282
PacBio	PCR_cDNA	B1	0-1kb	40	0.817093	3282
PacBio	PCR_cDNA	B1	0-1kb	41	0.816718	3282
PacBio	PCR_cDNA	B1	0-1kb	42	0.816316	3282
PacBio	PCR_cDNA	B1	0-1kb	43	0.815704	3282
PacBio	PCR_cDNA	B1	0-1kb	44	0.814902	3282
PacBio	PCR_cDNA	B1	0-1kb	45	0.816495	3282
PacBio	PCR_cDNA	B1	0-1kb	46	0.81525	3282
PacBio	PCR_cDNA	B1	0-1kb	47	0.814194	3282
PacBio	PCR_cDNA	B1	0-1kb	48	0.814409	3282
PacBio	PCR_cDNA	B1	0-1kb	49	0.811734	3282
PacBio	PCR_cDNA	B1	0-1kb	50	0.810895	3282
PacBio	PCR_cDNA	B1	0-1kb	51	0.809588	3282
PacBio	PCR_cDNA	B1	0-1kb	52	0.808739	3282
PacBio	PCR_cDNA	B1	0-1kb	53	0.809273	3282
PacBio	PCR_cDNA	B1	0-1kb	54	0.809504	3282
PacBio	PCR_cDNA	B1	0-1kb	55	0.807523	3282
PacBio	PCR_cDNA	B1	0-1kb	56	0.804513	3282
PacBio	PCR_cDNA	B1	0-1kb	57	0.801777	3282
PacBio	PCR_cDNA	B1	0-1kb	58	0.798627	3282
PacBio	PCR_cDNA	B1	0-1kb	59	0.79622	3282
PacBio	PCR_cDNA	B1	0-1kb	60	0.793728	3282
PacBio	PCR_cDNA	B1	0-1kb	61	0.791806	3282
PacBio	PCR_cDNA	B1	0-1kb	62	0.790786	3282
PacBio	PCR_cDNA	B1	0-1kb	63	0.78939	3282
PacBio	PCR_cDNA	B1	0-1kb	64	0.787518	3282
PacBio	PCR_cDNA	B1	0-1kb	65	0.784547	3282
PacBio	PCR_cDNA	B1	0-1kb	66	0.781586	3282
PacBio	PCR_cDNA	B1	0-1kb	67	0.77978	3282
PacBio	PCR_cDNA	B1	0-1kb	68	0.778088	3282
PacBio	PCR_cDNA	B1	0-1kb	69	0.774441	3282
PacBio	PCR_cDNA	B1	0-1kb	70	0.770244	3282
PacBio	PCR_cDNA	B1	0-1kb	71	0.76533	3282
PacBio	PCR_cDNA	B1	0-1kb	72	0.761879	3282
PacBio	PCR_cDNA	B1	0-1kb	73	0.756742	3282
PacBio	PCR_cDNA	B1	0-1kb	74	0.754818	3282
PacBio	PCR_cDNA	B1	0-1kb	75	0.749794	3282
PacBio	PCR_cDNA	B1	0-1kb	76	0.747795	3282
PacBio	PCR_cDNA	B1	0-1kb	77	0.743056	3282
PacBio	PCR_cDNA	B1	0-1kb	78	0.738468	3282
PacBio	PCR_cDNA	B1	0-1kb	79	0.733776	3282
PacBio	PCR_cDNA	B1	0-1kb	80	0.729876	3282
PacBio	PCR_cDNA	B1	0-1kb	81	0.725645	3282
PacBio	PCR_cDNA	B1	0-1kb	82	0.723084	3282
PacBio	PCR_cDNA	B1	0-1kb	83	0.72164	3282
PacBio	PCR_cDNA	B1	0-1kb	84	0.718695	3282
PacBio	PCR_cDNA	B1	0-1kb	85	0.713487	3282
PacBio	PCR_cDNA	B1	0-1kb	86	0.709275	3282
PacBio	PCR_cDNA	B1	0-1kb	87	0.703691	3282
PacBio	PCR_cDNA	B1	0-1kb	88	0.700637	3282
PacBio	PCR_cDNA	B1	0-1kb	89	0.696708	3282
PacBio	PCR_cDNA	B1	0-1kb	90	0.691382	3282
PacBio	PCR_cDNA	B1	0-1kb	91	0.687157	3282
PacBio	PCR_cDNA	B1	0-1kb	92	0.682347	3282
PacBio	PCR_cDNA	B1	0-1kb	93	0.677753	3282
PacBio	PCR_cDNA	B1	0-1kb	94	0.673286	3282
PacBio	PCR_cDNA	B1	0-1kb	95	0.665586	3282
PacBio	PCR_cDNA	B1	0-1kb	96	0.657681	3282
PacBio	PCR_cDNA	B1	0-1kb	97	0.647478	3282
PacBio	PCR_cDNA	B1	0-1kb	98	0.628843	3282
PacBio	PCR_cDNA	B1	0-1kb	99	0.595031	3282
PacBio	PCR_cDNA	B1	0-1kb	100	0.422556	3282
PacBio	PCR_cDNA	B1	1-2.5kb	0	0.432921	15449
PacBio	PCR_cDNA	B1	1-2.5kb	1	0.527829	15449
PacBio	PCR_cDNA	B1	1-2.5kb	2	0.587394	15449
PacBio	PCR_cDNA	B1	1-2.5kb	3	0.623844	15449
PacBio	PCR_cDNA	B1	1-2.5kb	4	0.650922	15449
PacBio	PCR_cDNA	B1	1-2.5kb	5	0.670928	15449
PacBio	PCR_cDNA	B1	1-2.5kb	6	0.687865	15449
PacBio	PCR_cDNA	B1	1-2.5kb	7	0.701818	15449
PacBio	PCR_cDNA	B1	1-2.5kb	8	0.714734	15449
PacBio	PCR_cDNA	B1	1-2.5kb	9	0.727588	15449
PacBio	PCR_cDNA	B1	1-2.5kb	10	0.739193	15449
PacBio	PCR_cDNA	B1	1-2.5kb	11	0.750106	15449
PacBio	PCR_cDNA	B1	1-2.5kb	12	0.759294	15449
PacBio	PCR_cDNA	B1	1-2.5kb	13	0.76868	15449
PacBio	PCR_cDNA	B1	1-2.5kb	14	0.776792	15449
PacBio	PCR_cDNA	B1	1-2.5kb	15	0.785251	15449
PacBio	PCR_cDNA	B1	1-2.5kb	16	0.793686	15449
PacBio	PCR_cDNA	B1	1-2.5kb	17	0.801921	15449
PacBio	PCR_cDNA	B1	1-2.5kb	18	0.808968	15449
PacBio	PCR_cDNA	B1	1-2.5kb	19	0.815616	15449
PacBio	PCR_cDNA	B1	1-2.5kb	20	0.821973	15449
PacBio	PCR_cDNA	B1	1-2.5kb	21	0.82884	15449
PacBio	PCR_cDNA	B1	1-2.5kb	22	0.835005	15449
PacBio	PCR_cDNA	B1	1-2.5kb	23	0.840804	15449
PacBio	PCR_cDNA	B1	1-2.5kb	24	0.845957	15449
PacBio	PCR_cDNA	B1	1-2.5kb	25	0.85084	15449
PacBio	PCR_cDNA	B1	1-2.5kb	26	0.855646	15449
PacBio	PCR_cDNA	B1	1-2.5kb	27	0.859361	15449
